player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Santi Mina,22,es ESP,FW,25-023,90,0,0,0,3,2,0,0,1,1,0,0,0,4,7,4,63.6,16,2020-2021
Iago Aspas,10,es ESP,FW,33-151,72,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,,16,2020-2021
   Fran Beltrán,8,es ESP,"CM,FW",21-331,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,2020-2021
Nolito,9,es ESP,LM,34-076,82,0,0,0,2,1,0,3,1,0,0,0,0,5,0,0,,16,2020-2021
   Miguel Baeza,27,es ESP,LM,20-278,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,2020-2021
Renato Tapia,14,pe PER,CM,25-155,82,0,0,0,0,1,0,0,3,0,0,0,0,10,2,4,33.3,16,2020-2021
   José Fontán,29,es ESP,"CB,LB",20-323,8,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0,16,2020-2021
Denis Suárez,6,es ESP,CM,26-359,72,1,0,0,3,0,0,0,0,1,0,0,0,8,0,0,,16,2020-2021
   Okay Yokuşlu,5,tr TUR,CM,26-296,18,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,100.0,16,2020-2021
Brais Méndez,23,es ESP,RM,23-358,90,0,0,0,6,2,0,0,1,1,0,0,0,5,0,1,0.0,16,2020-2021
Lucas Olaza,15,uy URU,LB,26-162,89,0,0,0,2,0,0,3,1,1,0,0,0,2,0,1,0.0,16,2020-2021
   Joseph Aidoo,18,gh GHA,"CB,LB",25-092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0,16,2020-2021
Jeison Murillo,24,co COL,CB,28-217,90,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,100.0,16,2020-2021
Néstor Araujo,4,mx MEX,CB,29-123,90,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0.0,16,2020-2021
Hugo Mallo,2,es ESP,RB,29-191,90,1,0,0,1,1,0,3,0,1,0,0,0,4,0,1,0.0,16,2020-2021
Rubén Blanco,13,es ESP,GK,25-158,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,16,2020-2021
Shinji Okazaki,12,jp JPN,FW,34-258,90,0,0,0,0,1,0,0,0,1,0,0,0,2,2,4,33.3,16,2020-2021
Javier Ontiveros,15,es ESP,LW,23-112,66,0,0,0,1,3,0,3,0,0,0,0,0,3,0,0,,16,2020-2021
   Sergio Gómez,10,es ESP,LW,20-117,24,0,0,0,1,0,0,5,1,0,0,0,0,1,0,0,,16,2020-2021
David Ferreiro,7,es ESP,RW,32-273,90,0,0,0,0,3,0,13,2,0,0,0,0,5,0,0,,16,2020-2021
Borja García,24,es ESP,LM,30-058,55,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0.0,16,2020-2021
   Rafa Mir,9,es ESP,LM,23-195,35,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,33.3,16,2020-2021
Pedro Mosquera,5,es ESP,CM,32-253,90,0,0,0,1,2,0,0,2,1,0,0,0,9,0,3,0.0,16,2020-2021
Mikel Rico,17,es ESP,RM,36-056,66,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,,16,2020-2021
   Jaime Seoane,20,es ESP,RM,23-343,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,16,2020-2021
Javi Galán,11,es ESP,LB,26-041,90,0,0,0,2,4,0,7,0,3,0,0,0,7,0,0,,16,2020-2021
Dimitris Siovas,18,gr GRE,CB,32-105,90,0,0,0,0,0,0,0,2,0,0,0,0,4,3,5,37.5,16,2020-2021
Jorge Pulido,14,es ESP,CB,29-266,90,0,0,0,0,1,0,0,0,0,0,0,0,2,5,3,62.5,16,2020-2021
Pedro López Muñoz,19,es ESP,RB,37-059,79,0,0,0,1,0,0,3,2,0,0,0,0,2,0,0,,16,2020-2021
   Juan Carlos,21,es ESP,RB,29-290,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,2020-2021
Álvaro Fernández,1,es ESP,GK,22-261,90,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100.0,16,2020-2021
João Félix,7,pt POR,FW,21-050,70,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0.0,16,2020-2021
   Ángel Correa,10,ar ARG,FW,25-296,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,16,2020-2021
Luis Suárez,9,uy URU,FW,33-341,79,0,0,0,0,1,1,0,0,0,0,0,0,2,4,2,66.7,16,2020-2021
   José María Giménez,2,uy URU,RB,25-345,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,16,2020-2021
Thomas Lemar,11,fr FRA,CM,25-048,70,0,0,0,1,1,0,3,0,1,0,0,0,5,0,0,,16,2020-2021
   Lucas Torreira,5,uy URU,"DM,CM",24-323,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,16,2020-2021
Koke,6,es ESP,CM,28-357,90,0,0,0,1,3,0,0,3,1,0,0,0,3,1,0,100.0,16,2020-2021
