Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Santi Mina,22,es ESP,FW,25-144,90,0,0,0,0,0,0,0,0,37,2,0,1,0.0,0.0,0.0,0,0,14,23,60.9,0,19,1,2,1,34,2020-2021
Iago Aspas,10,es ESP,FW,33-272,65,0,1,0,0,2,2,0,0,35,0,0,1,0.4,0.4,0.9,3,1,19,28,67.9,5,23,2,1,0,34,2020-2021
   Augusto Solari,21,ar ARG,FW,29-117,25,1,0,0,0,1,1,0,0,10,1,0,0,0.5,0.5,0.0,0,0,5,6,83.3,0,2,0,0,0,34,2020-2021
Denis Suárez,6,es ESP,AM,27-114,90,0,0,0,0,1,0,0,0,69,1,0,2,0.0,0.0,0.4,1,0,47,57,82.5,9,42,1,1,0,34,2020-2021
Nolito,9,es ESP,LM,34-197,84,0,0,0,0,2,0,0,0,47,2,0,2,0.4,0.4,0.0,4,1,29,38,76.3,4,28,2,0,0,34,2020-2021
   Facundo Ferreyra,12,ar ARG,LM,30-047,6,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,2,0,0,0,34,2020-2021
Brais Méndez,23,es ESP,RM,24-113,90,1,0,0,0,2,2,0,0,55,1,1,0,0.9,0.9,0.0,4,0,37,44,84.1,5,34,0,1,0,34,2020-2021
Renato Tapia,14,pe PER,DM,25-276,28,0,0,0,0,0,0,0,0,20,1,0,0,0.0,0.0,0.0,0,0,14,18,77.8,0,12,0,0,0,34,2020-2021
   Fran Beltrán,8,es ESP,DM,22-086,62,0,0,0,0,0,0,0,0,45,2,0,0,0.0,0.0,0.0,2,1,29,36,80.6,4,20,0,0,0,34,2020-2021
José Fontán,29,es ESP,LB,21-078,45,0,0,0,0,0,0,1,0,29,1,0,1,0.0,0.0,0.0,0,0,17,26,65.4,0,10,0,0,0,34,2020-2021
   Aarón Martín,19,es ESP,LB,24-008,45,0,1,0,0,0,0,0,0,31,1,0,1,0.0,0.0,0.5,1,1,20,27,74.1,2,10,1,0,0,34,2020-2021
Jeison Murillo,24,co COL,CB,28-338,90,0,0,0,0,0,0,0,0,52,3,3,2,0.0,0.0,0.0,0,0,35,39,89.7,0,21,0,0,0,34,2020-2021
Joseph Aidoo,18,gh GHA,CB,25-213,45,0,0,0,0,0,0,0,0,34,0,2,0,0.0,0.0,0.0,0,0,24,29,82.8,1,21,0,0,0,34,2020-2021
   Néstor Araujo,4,mx MEX,CB,29-244,45,0,0,0,0,0,0,0,0,16,0,1,0,0.0,0.0,0.4,1,0,7,14,50.0,1,8,0,0,0,34,2020-2021
Kevin Vázquez,20,es ESP,RB,28-038,90,0,0,0,0,0,0,1,0,65,2,0,0,0.0,0.0,0.0,0,0,37,57,64.9,0,30,0,0,0,34,2020-2021
