player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Santi Mina,22,es ESP,FW,26-060,81,0,0,0,0,5,1,0,0,42,1,1,1,0.3,0.3,0.0,4,0,24,29,82.8,6,14,1,1,0,23,2021-2022
   Renato Tapia,14,pe PER,"DM,CM",26-192,9,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,3,0,0,0,23,2021-2022
Iago Aspas,10,es ESP,FW,34-188,87,0,0,0,0,0,0,0,0,52,2,0,1,0.0,0.0,0.2,5,1,34,47,72.3,4,35,3,2,2,23,2021-2022
   Nolito,9,es ESP,"LM,FW",35-113,3,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,1,2,1,0,0,23,2021-2022
Franco Cervi,11,ar ARG,LM,27-255,87,0,0,0,0,1,0,0,0,45,3,1,2,0.0,0.0,0.0,3,1,21,31,67.7,4,22,3,0,0,23,2021-2022
   Augusto Solari,21,ar ARG,RM,30-033,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,23,2021-2022
Denis Suárez,6,es ESP,CM,28-030,89,0,1,0,0,2,0,0,0,84,6,1,1,0.1,0.1,0.0,6,2,54,70,77.1,7,43,2,3,3,23,2021-2022
   Néstor Araujo,4,mx MEX,CB,30-160,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,23,2021-2022
Brais Méndez,23,es ESP,"RM,CM",25-029,90,2,0,0,0,3,2,0,0,62,1,3,2,0.2,0.2,0.1,2,0,39,52,75.0,5,38,2,1,1,23,2021-2022
Fran Beltrán,8,es ESP,"DM,CM",23-002,87,0,0,0,0,1,0,0,0,60,3,2,1,0.0,0.0,0.0,0,0,37,44,84.1,1,27,2,2,1,23,2021-2022
   Thiago Galhardo,7,br BRA,FW,32-200,3,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0,23,2021-2022
Javi Galán,17,es ESP,LB,27-078,90,0,0,0,0,0,0,0,0,70,2,0,1,0.0,0.0,0.0,1,0,38,57,66.7,3,35,4,5,4,23,2021-2022
Carlos Dominguez,28,es ESP,CB,20-359,90,0,0,0,0,1,0,0,0,47,1,0,0,0.1,0.1,0.0,1,0,32,40,80.0,1,23,0,0,0,23,2021-2022
Joseph Aidoo,15,gh GHA,CB,26-129,90,0,0,0,0,0,0,0,0,39,1,1,3,0.0,0.0,0.0,0,0,22,29,75.9,1,18,1,0,0,23,2021-2022
Hugo Mallo,2,es ESP,RB,30-228,90,0,0,0,0,0,0,0,0,59,5,2,0,0.0,0.0,0.1,1,0,35,48,72.9,2,18,3,2,0,23,2021-2022
Matías Dituro,1,ar ARG,GK,34-273,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,30,42,71.4,0,19,0,0,0,23,2021-2022
Mamadou Sylla,11,sn SEN,FW,27-322,64,0,0,0,0,2,0,0,0,27,0,2,0,0.2,0.2,0.0,0,0,9,15,60.0,0,11,0,1,0,23,2021-2022
   Isaac Palazón Camacho,7,es ESP,"FW,RM",27-040,26,0,0,0,0,1,0,0,0,22,0,0,0,0.1,0.1,0.0,2,0,13,18,72.2,3,15,1,0,0,23,2021-2022
Álvaro García,18,es ESP,"LW,LM",29-101,90,0,0,0,0,2,0,0,0,43,1,2,0,0.2,0.2,0.2,1,0,17,32,53.1,2,28,5,2,0,23,2021-2022
Randy Ntekja,9,fr FRA,RW,24-061,64,0,0,0,0,0,0,0,0,26,1,0,2,0.0,0.0,0.0,0,0,11,16,68.8,1,11,0,2,0,23,2021-2022
   Radamel Falcao,3,co COL,"RW,FW",35-360,26,0,0,0,0,2,0,0,0,15,0,0,0,0.1,0.1,0.1,1,0,7,8,87.5,0,9,1,0,0,23,2021-2022
Santi Comesaña,6,es ESP,"DM,CM,AM",25-123,90,0,0,0,0,0,0,0,0,73,3,1,3,0.0,0.0,0.0,3,0,43,59,72.9,6,29,3,6,5,23,2021-2022
Unai López,12,es ESP,DM,26-098,12,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,4,4,100.0,1,1,0,0,0,23,2021-2022
   Óscar Trejo,8,ar ARG,"AM,CM",33-285,78,0,0,0,0,0,0,1,0,67,3,0,0,0.0,0.0,0.0,4,0,37,49,75.5,10,40,2,4,1,23,2021-2022
Pathé Ciss,21,sn SEN,DM,27-326,65,0,0,0,0,0,0,1,0,37,1,4,1,0.0,0.0,0.0,0,0,21,26,80.8,2,14,1,2,1,23,2021-2022
   Óscar Valentín,23,es ESP,"DM,CB",27-169,25,0,0,0,0,0,0,0,0,25,0,0,1,0.0,0.0,0.0,0,0,21,23,91.3,4,15,2,0,0,23,2021-2022
Kévin Rodrigues,19,pt POR,LB,27-337,90,0,0,0,0,2,0,0,0,68,2,1,2,0.0,0.0,0.0,2,0,49,59,83.1,5,29,5,0,0,23,2021-2022
Catena,5,es ESP,CB,27-100,90,0,0,0,0,0,0,0,0,62,2,3,3,0.0,0.0,0.0,1,0,42,51,82.4,3,26,0,0,0,23,2021-2022
Esteban Saveljich,24,me MNE,CB,30-261,81,0,0,0,0,1,0,0,0,40,1,1,3,0.0,0.0,0.0,0,0,24,31,77.4,2,15,1,0,0,23,2021-2022
   Sergi Guardiola,16,es ESP,FW,30-252,9,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0.0,1,0,4,5,80.0,0,3,0,1,1,23,2021-2022
Iván Balliu,20,al ALB,RB,30-035,90,0,0,0,0,0,0,0,0,61,2,3,1,0.0,0.0,0.1,2,0,37,47,78.7,6,28,1,2,0,23,2021-2022
Stole Dimitrievski,13,mk MKD,GK,28-042,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,20,25,80.0,0,11,0,0,0,23,2021-2022
Ante Budimir,17,hr CRO,FW,30-198,65,0,0,0,0,2,2,0,0,18,0,0,2,0.1,0.1,0.1,1,0,3,7,42.9,0,9,0,0,0,23,2021-2022
   Kiké,18,es ESP,FW,32-072,25,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,1,0,3,6,50.0,1,5,0,2,0,23,2021-2022
Rubén García,14,es ESP,LM,28-206,65,0,0,0,0,0,0,0,0,29,1,1,0,0.0,0.0,0.0,2,0,17,24,70.8,1,13,0,0,0,23,2021-2022
   José Ángel,16,es ESP,LB,32-153,25,0,0,0,0,0,0,0,0,12,0,1,1,0.0,0.0,0.0,2,0,3,6,50.0,1,5,2,2,2,23,2021-2022
Javi Martínez,28,es ESP,CM,22-045,74,0,0,0,0,0,0,0,0,32,1,1,0,0.0,0.0,0.0,2,0,22,27,81.5,1,21,0,0,0,23,2021-2022
   Iñigo Pérez,21,es ESP,CM,34-018,16,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,23,2021-2022
Jon Moncayola,7,es ESP,CM,23-268,90,0,0,0,0,3,1,0,0,36,2,0,0,0.2,0.2,0.0,1,0,22,27,81.5,3,21,2,1,0,23,2021-2022
Ezequiel Ávila,9,ar ARG,"RM,LM",27-364,74,0,0,0,0,4,0,0,0,39,2,2,0,0.1,0.1,0.0,1,0,14,28,50.0,3,23,1,0,0,23,2021-2022
   Iker Benito,33,es ESP,"RM,LM",19-179,16,0,0,0,0,0,0,0,0,10,2,0,1,0.0,0.0,0.0,0,0,2,4,50.0,0,4,0,0,0,23,2021-2022
Lucas Torró,24,es ESP,DM,27-201,90,0,0,0,0,0,0,0,0,37,2,2,2,0.0,0.0,0.0,1,0,22,26,84.6,2,21,1,1,1,23,2021-2022
