player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Cucho,9,co COL,FW,19-287,76,0,2,0,0,1,1,1,0,29,0,0,1,0.0,0.0,1.2,3,1,13,19,68.4,1,12,1,2,1,22,2018-2019
   Ezequiel Ávila,19,ar ARG,FW,24-360,14,1,0,0,0,2,1,0,0,9,0,1,1,0.4,0.4,0.0,0,0,0,4,0.0,0,6,0,0,0,22,2018-2019
Enric Gallego,22,es ESP,FW,32-142,88,1,0,0,0,4,2,0,0,41,1,1,2,1.0,1.0,0.0,3,1,11,18,61.1,1,17,2,3,2,22,2018-2019
   David Ferreiro,7,es ESP,FW,30-306,2,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,3,0,2,2,22,2018-2019
Moi Gómez,6,es ESP,CM,24-223,90,1,1,0,0,1,1,1,0,57,1,3,0,0.4,0.4,0.1,3,1,33,51,64.7,1,35,3,0,0,22,2018-2019
Cristian Rivera,17,es ESP,CM,21-207,90,0,0,0,0,0,0,0,0,39,2,0,1,0.0,0.0,0.0,1,0,25,33,75.8,2,17,0,0,0,22,2018-2019
Yangel Herrera,21,ve VEN,CM,21-018,71,0,0,0,0,2,1,0,0,36,0,1,0,0.1,0.1,0.0,2,1,20,24,83.3,2,23,1,3,1,22,2018-2019
   Damián Musto,23,ar ARG,CM,31-237,19,0,0,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0.0,1,0,5,6,83.3,0,3,0,0,0,22,2018-2019
Javi Galán,12,es ESP,LB,24-074,90,0,1,0,0,0,0,1,0,41,2,0,0,0.0,0.0,0.3,1,1,15,27,55.6,1,21,3,4,1,22,2018-2019
Jorge Pulido,14,es ESP,CB,27-299,90,1,0,0,0,1,1,1,0,46,3,3,0,0.1,0.1,0.0,1,1,25,36,69.4,3,17,0,0,0,22,2018-2019
Pablo Insua,18,es ESP,CB,25-145,90,0,0,0,0,0,0,1,0,35,1,2,0,0.0,0.0,0.0,0,0,22,28,78.6,3,16,0,0,0,22,2018-2019
Xabier Etxeita,3,es ESP,CB,31-093,90,0,0,0,0,0,0,0,0,48,1,2,1,0.0,0.0,0.0,0,0,21,29,72.4,1,18,3,0,0,22,2018-2019
Jorge Miramón,24,es ESP,RB,29-244,90,0,0,0,0,0,0,0,0,43,3,0,0,0.0,0.0,0.1,2,0,23,34,67.6,3,17,3,1,1,22,2018-2019
Roberto Santamaría,13,es ESP,GK,33-339,90,0,0,0,0,0,0,0,0,32,0,1,0,0.0,0.0,0.0,0,0,17,28,60.7,0,16,0,0,0,22,2018-2019
Sergi Guardiola,12,es ESP,FW,27-248,90,0,0,0,0,1,0,0,0,27,1,0,1,0.0,0.0,0.0,5,0,13,15,86.7,2,16,0,1,1,22,2018-2019
Óscar Plano,10,es ESP,"FW,LM",27-355,90,0,0,0,0,2,1,0,0,38,0,0,0,0.1,0.1,0.0,2,0,16,29,55.2,4,27,1,1,0,22,2018-2019
Toni Villa,19,es ESP,LM,24-025,53,0,0,0,0,0,0,0,0,23,5,0,0,0.0,0.0,0.0,0,0,10,13,76.9,1,11,1,2,1,22,2018-2019
   Enes Ünal,9,tr TUR,"FW,LM",21-267,37,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,1,1,0,0,0,22,2018-2019
Borja Fernández,8,es ESP,"CM,CB",38-018,90,0,0,0,0,1,1,0,0,52,3,2,1,0.0,0.0,0.0,0,0,34,43,79.1,3,15,0,0,0,22,2018-2019
Rubén Alcaraz,14,es ESP,CM,27-276,90,0,0,0,0,4,1,0,0,68,4,0,2,0.2,0.2,0.0,2,0,49,57,86.0,2,25,1,1,1,22,2018-2019
Keko,24,es ESP,RM,27-036,63,0,0,0,0,0,0,0,0,36,1,0,0,0.0,0.0,0.0,1,0,12,26,46.2,1,15,2,7,2,22,2018-2019
   Pablo Hervías,15,es ESP,RM,25-330,27,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,1,0,10,13,76.9,1,10,1,1,0,22,2018-2019
Nacho,22,es ESP,LB,29-331,90,0,0,0,0,1,1,0,0,75,2,0,2,0.0,0.0,0.0,2,0,44,62,71.0,7,31,3,0,0,22,2018-2019
Fernando Calero,5,es ESP,CB,23-140,90,0,0,0,0,0,0,1,0,62,1,2,1,0.0,0.0,0.0,0,0,39,47,83.0,3,26,0,0,0,22,2018-2019
Kiko Olivas,4,es ESP,CB,30-164,81,0,0,0,0,0,0,0,0,43,1,2,1,0.0,0.0,0.0,0,0,31,35,88.6,3,20,0,0,0,22,2018-2019
   Anuar,23,ma MAR,"CB,CM",24-017,9,0,0,0,0,0,0,1,0,12,0,0,2,0.0,0.0,0.0,0,0,7,9,77.8,1,9,0,0,0,22,2018-2019
Antoñito,18,es ESP,RB,31-039,90,0,0,0,0,0,0,0,0,78,1,1,2,0.0,0.0,0.3,4,0,48,69,69.6,9,34,3,0,0,22,2018-2019
Jordi Masip,1,es ESP,GK,30-029,90,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,17,21,81.0,0,11,0,0,0,22,2018-2019
José Luis Morales,11,es ESP,FW,31-194,90,0,0,0,0,1,1,0,0,33,1,0,2,0.1,0.1,0.1,1,0,10,22,45.5,1,19,3,2,0,22,2018-2019
