Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Raúl García,22,es ESP,FW,36-207,75,0,1,0,0,3,0,0,0,24,1,0,0,0.3,0.3,0.3,7,2,12,16,75.0,3,15,1,2,2,20,2022-2023
   Dani García,14,es ESP,CM,32-255,15,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,6,7,85.7,2,3,0,0,0,20,2022-2023
Álex Berenguer,7,es ESP,LM,27-214,59,0,0,0,0,1,0,0,0,33,0,1,0,0.0,0.0,0.0,3,1,15,24,62.5,1,20,1,3,0,20,2022-2023
   Iñigo Lekue,15,es ESP,LB,29-275,31,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,1,0,7,7,100.0,2,6,1,0,0,20,2022-2023
Iker Muniain,10,es ESP,"CM,LM",30-046,83,0,1,0,0,1,1,0,0,53,0,0,1,0.0,0.0,0.3,7,3,40,46,87.0,3,37,2,3,2,20,2022-2023
   Jon Morcillo,2,es ESP,LM,24-141,7,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,1,0,20,2022-2023
Oihan Sancet,8,es ESP,"CM,FW",22-284,83,3,0,0,0,8,6,0,0,47,0,0,0,1.2,1.2,0.1,2,0,25,35,71.4,7,29,4,4,2,20,2022-2023
   Ander Capa,21,es ESP,RM,30-360,7,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,3,0,0,0,20,2022-2023
Nico Williams,11,es ESP,RM,20-206,83,0,1,0,0,3,1,0,0,45,0,0,4,0.2,0.2,0.4,5,1,20,23,87.0,2,29,5,8,2,20,2022-2023
   Gorka Guruzeta,12,es ESP,FW,26-144,7,0,0,0,0,0,0,0,0,6,0,1,0,0.0,0.0,0.0,0,0,3,5,60.0,0,2,0,0,0,20,2022-2023
Mikel Vesga,6,es ESP,"DM,CM",29-258,90,0,0,0,0,0,0,0,0,40,0,0,2,0.0,0.0,0.1,1,0,31,35,88.6,4,22,0,0,0,20,2022-2023
Yuri Berchiche,17,es ESP,LB,32-358,56,0,0,0,0,0,0,2,1,37,1,1,1,0.0,0.0,0.2,2,0,30,32,93.8,2,26,1,0,0,20,2022-2023
Yeray Álvarez,5,es ESP,CB,28-010,90,1,0,0,0,1,1,0,0,61,0,3,1,0.1,0.1,0.0,1,0,37,49,75.5,5,31,1,0,0,20,2022-2023
Daniel Vivian,3,es ESP,CB,23-203,90,0,0,0,0,0,0,0,0,62,2,1,1,0.0,0.0,0.0,0,0,43,50,86.0,3,41,0,0,0,20,2022-2023
Óscar de Marcos,18,es ESP,RB,33-295,90,0,0,0,0,0,0,0,0,48,0,2,3,0.0,0.0,0.0,2,1,26,32,81.3,1,22,3,0,0,20,2022-2023
Unai Simón,1,es ESP,GK,25-237,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,17,26,65.4,0,10,0,0,0,20,2022-2023
Raúl García,22,es ESP,FW,36-207,75,0,1,0,0,3,0,0,0,24,1,0,0,0.3,0.3,0.3,7,2,12,16,75.0,3,15,1,2,2,20,2022-2023
   Dani García,14,es ESP,CM,32-255,15,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,6,7,85.7,2,3,0,0,0,20,2022-2023
Álex Berenguer,7,es ESP,LM,27-214,59,0,0,0,0,1,0,0,0,33,0,1,0,0.0,0.0,0.0,3,1,15,24,62.5,1,20,1,3,0,20,2022-2023
