Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Valentín Castellanos,9,ar ARG,FW,24-032,61,0,0,0,0,2,2,0,0,17,0,0,0,0.1,0.1,0.2,4,0,9,13,69.2,4,10,3,2,2,13,2022-2023
   Cristhian Stuani,7,uy URU,FW,36-023,29,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,1,1,6,9,66.7,0,5,0,0,0,13,2022-2023
Valery Fernández,11,es ESP,LM,22-346,61,0,0,0,0,1,0,0,0,33,0,0,1,0.0,0.0,0.2,5,0,21,26,80.8,3,23,1,0,0,13,2022-2023
   Rodrigo Riquelme,17,es ESP,LM,22-216,29,0,0,0,0,0,0,0,0,11,0,1,2,0.0,0.0,0.0,0,0,2,4,50.0,0,4,0,1,0,13,2022-2023
Aleix García,14,es ESP,CM,25-129,90,0,1,0,0,3,3,0,0,65,1,0,1,0.2,0.2,0.1,5,1,44,59,74.6,5,32,3,1,0,13,2022-2023
Yangel Herrera,21,ve VEN,CM,24-294,84,0,0,0,0,3,3,0,0,41,5,0,1,0.1,0.1,0.0,5,1,20,29,69.0,8,23,3,2,1,13,2022-2023
   Ramón Terrats,8,es ESP,CM,22-017,6,0,0,0,0,0,0,0,0,5,0,1,1,0.0,0.0,0.0,0,0,2,2,100.0,0,0,0,0,0,13,2022-2023
Toni Villa,12,es ESP,RM,27-301,65,0,0,0,0,2,0,0,0,46,2,0,0,0.1,0.1,0.1,4,0,23,31,74.2,5,29,4,8,2,13,2022-2023
   Iván Martín,23,es ESP,RM,23-263,25,1,0,0,0,1,1,0,0,7,0,0,0,0.1,0.1,0.0,0,0,3,3,100.0,0,5,1,0,0,13,2022-2023
Oriol Romeu,18,es ESP,DM,31-041,90,0,0,0,0,1,0,1,0,54,3,4,1,0.0,0.0,0.0,2,0,34,42,81.0,3,25,0,0,0,13,2022-2023
