Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Nicolas Jackson,15,sn SEN,FW,21-349,90,1,0,0,0,2,1,0,0,22,0,0,0,0.3,0.3,0.2,2,0,11,17,64.7,1,11,3,1,1,38,2022-2023
Yeremi Pino,21,es ESP,LW,20-227,90,0,0,0,0,3,1,0,0,53,2,0,1,0.3,0.3,0.1,6,0,37,41,90.2,0,35,0,6,6,38,2022-2023
Samuel Chukwueze,11,ng NGA,RW,24-013,65,0,0,0,0,1,0,0,0,50,0,0,0,0.0,0.0,0.1,4,0,34,38,89.5,4,31,7,9,3,38,2022-2023
   Alex Baena,16,es ESP,"DM,RW",21-319,25,0,0,0,0,3,2,1,0,26,0,0,0,0.1,0.1,0.2,5,1,18,23,78.3,7,17,1,0,0,38,2022-2023
Manu Trigueros,14,es ESP,AM,31-230,65,0,0,0,0,0,0,0,0,52,4,0,1,0.0,0.0,0.1,5,1,42,45,93.3,12,35,0,0,0,38,2022-2023
   Giovani Lo Celso,17,ar ARG,"RW,AM",27-056,25,0,0,0,0,3,1,0,0,28,1,0,0,0.2,0.2,0.1,3,0,17,23,73.9,3,17,1,1,0,38,2022-2023
Étienne Capoue,6,fr FRA,"DM,AM",34-328,90,0,0,0,0,1,0,1,0,59,2,1,1,0.1,0.1,0.0,4,0,43,50,86.0,3,40,1,6,4,38,2022-2023
Daniel Parejo,10,es ESP,DM,34-049,90,0,0,0,0,1,0,0,0,102,2,0,1,0.0,0.0,0.0,2,0,87,95,91.6,16,70,1,2,2,38,2022-2023
Alberto Moreno,18,es ESP,LB,30-334,84,0,0,0,0,1,0,1,0,69,4,1,1,0.0,0.0,0.3,2,0,52,60,86.7,5,43,2,3,1,38,2022-2023
   Pascu,43,es ESP,LB,20-056,6,1,0,0,0,1,1,0,0,6,0,0,0,0.1,0.1,0.0,1,1,2,3,66.7,0,3,1,2,0,38,2022-2023
Pau Torres,4,es ESP,CB,26-139,90,0,0,0,0,1,0,0,0,84,0,0,0,0.3,0.3,0.0,0,0,71,80,88.8,5,64,2,0,0,38,2022-2023
Aïssa Mandi,23,dz ALG,"CB,RB",31-225,84,0,0,0,0,1,1,0,0,74,0,0,4,0.0,0.0,0.0,0,0,61,65,93.8,4,53,1,0,0,38,2022-2023
