Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Simone Zaza,9,it ITA,FW,26-086,66,3,0,0,0,6,4,0,0,31,3,0,1,2.1,2.1,0.0,3,1,9,15,60.0,1,14,2,1,0,5,2017-2018
   Rodrigo,19,es ESP,FW,26-197,24,1,0,0,0,3,3,0,0,17,1,0,0,0.5,0.5,0.1,5,1,9,11,81.8,3,10,2,1,1,5,2017-2018
Santi Mina,22,es ESP,FW,21-286,90,1,0,0,0,1,1,0,0,51,3,0,3,0.1,0.1,0.0,1,0,32,40,80.0,3,26,0,2,1,5,2017-2018
Gonçalo Guedes,7,pt POR,"LM,RM",20-294,90,0,1,0,0,1,1,0,0,44,4,0,2,0.0,0.0,0.5,3,2,25,30,83.3,6,25,3,3,2,5,2017-2018
Daniel Parejo,10,es ESP,CM,28-156,72,0,0,0,0,1,0,0,0,61,0,0,2,0.1,0.1,0.0,5,2,47,57,82.5,10,36,1,0,0,5,2017-2018
   Nemanja Maksimović,6,rs SRB,CM,22-236,18,0,0,0,0,0,0,0,0,15,1,0,1,0.0,0.0,0.0,0,0,11,12,91.7,2,8,1,1,1,5,2017-2018
Geoffrey Kondogbia,16,cf CTA,CM,24-216,64,0,0,0,0,0,0,0,0,46,2,0,0,0.0,0.0,0.0,0,0,33,40,82.5,2,22,2,2,1,5,2017-2018
   Andreas Pereira,11,br BRA,"CM,LM",21-261,26,0,0,0,0,1,1,0,0,12,0,0,0,0.1,0.1,0.1,3,0,7,10,70.0,2,11,2,0,0,5,2017-2018
Carlos Soler,18,es ESP,"RM,CM",20-260,90,0,2,0,0,3,1,0,0,52,4,1,1,0.1,0.1,1.3,4,2,33,39,84.6,3,27,3,1,1,5,2017-2018
Toni Lato,26,es ESP,LB,19-302,90,0,0,0,0,0,0,0,0,68,7,0,1,0.0,0.0,0.0,1,0,39,55,70.9,1,28,1,3,3,5,2017-2018
Jeison Murillo,4,co COL,CB,25-115,90,0,0,0,0,0,0,0,0,68,1,3,2,0.0,0.0,0.0,1,0,52,58,89.7,2,47,0,0,0,5,2017-2018
Gabriel Paulista,5,br BRA,CB,26-297,90,0,0,0,0,0,0,0,0,71,1,4,2,0.0,0.0,0.0,0,0,53,58,91.4,2,46,1,0,0,5,2017-2018
Martín Montoya,21,es ESP,RB,26-158,90,0,1,0,0,0,0,0,0,72,6,1,3,0.0,0.0,0.3,2,1,44,56,78.6,5,33,2,1,0,5,2017-2018
Neto,13,br BRA,GK,28-062,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,15,23,65.2,0,12,0,0,0,5,2017-2018
Simone Zaza,9,it ITA,FW,26-086,66,3,0,0,0,6,4,0,0,31,3,0,1,2.1,2.1,0.0,3,1,9,15,60.0,1,14,2,1,0,5,2017-2018
   Rodrigo,19,es ESP,FW,26-197,24,1,0,0,0,3,3,0,0,17,1,0,0,0.5,0.5,0.1,5,1,9,11,81.8,3,10,2,1,1,5,2017-2018
Santi Mina,22,es ESP,FW,21-286,90,1,0,0,0,1,1,0,0,51,3,0,3,0.1,0.1,0.0,1,0,32,40,80.0,3,26,0,2,1,5,2017-2018
Gonçalo Guedes,7,pt POR,"LM,RM",20-294,90,0,1,0,0,1,1,0,0,44,4,0,2,0.0,0.0,0.5,3,2,25,30,83.3,6,25,3,3,2,5,2017-2018
Daniel Parejo,10,es ESP,CM,28-156,72,0,0,0,0,1,0,0,0,61,0,0,2,0.1,0.1,0.0,5,2,47,57,82.5,10,36,1,0,0,5,2017-2018
   Nemanja Maksimović,6,rs SRB,CM,22-236,18,0,0,0,0,0,0,0,0,15,1,0,1,0.0,0.0,0.0,0,0,11,12,91.7,2,8,1,1,1,5,2017-2018
Geoffrey Kondogbia,16,cf CTA,CM,24-216,64,0,0,0,0,0,0,0,0,46,2,0,0,0.0,0.0,0.0,0,0,33,40,82.5,2,22,2,2,1,5,2017-2018
