player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Milutin Osmajić,29,me MNE,FW,22-162,54,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,10,0,1,0,19,2021-2022
   Florin Andone,17,ro ROU,FW,28-267,36,0,0,0,0,1,0,0,0,10,0,0,0,0.1,0.1,0.0,2,0,4,6,66.7,0,5,0,2,2,19,2021-2022
Chapela,27,es ESP,LW,22-227,76,0,0,0,0,2,0,0,0,29,1,0,2,0.0,0.0,0.0,1,0,9,19,47.4,4,15,0,0,0,19,2021-2022
   Rubén Sobrino,21,es ESP,"AM,LW",29-216,14,0,0,0,0,1,0,0,0,4,1,0,0,0.0,0.0,0.1,2,0,2,2,100.0,0,4,1,0,0,19,2021-2022
Álvaro Negredo,18,es ESP,"RW,AM,LW",36-136,90,0,0,0,0,1,0,0,0,30,0,1,0,0.0,0.0,0.0,1,0,14,23,60.9,1,20,1,3,3,19,2021-2022
Jens Jønsson,2,dk DEN,AM,28-358,61,0,0,0,0,0,0,0,0,16,1,3,0,0.0,0.0,0.0,3,0,7,10,70.0,0,8,2,1,1,19,2021-2022
   Iván Alejo,14,es ESP,RW,26-327,29,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,7,11,63.6,1,11,2,1,0,19,2021-2022
Tomás Alarcón,12,cl CHI,DM,22-349,90,0,0,0,0,1,1,0,0,37,2,3,0,0.0,0.0,0.0,0,0,22,28,78.6,0,19,0,0,0,19,2021-2022
Martín,28,es ESP,DM,22-308,54,0,0,0,0,1,0,0,0,21,1,1,1,0.0,0.0,0.0,0,0,9,15,60.0,0,3,0,0,0,19,2021-2022
   Álex Fernández,8,es ESP,DM,29-080,36,0,0,0,0,0,0,0,0,14,0,1,0,0.0,0.0,0.0,0,0,11,13,84.6,2,10,1,1,1,19,2021-2022
Alfonso Espino,22,uy URU,LB,29-363,90,0,0,0,0,1,1,0,0,61,7,1,0,0.0,0.0,0.0,2,0,28,47,59.6,3,32,2,1,0,19,2021-2022
Víctor Chust,32,es ESP,CB,21-304,61,0,0,0,0,0,0,0,0,17,2,0,1,0.0,0.0,0.0,0,0,6,10,60.0,0,4,0,0,0,19,2021-2022
   Isaac Carcelen,20,es ESP,"RB,CB",28-255,29,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,11,13,84.6,1,9,1,0,0,19,2021-2022
