Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Álvaro Negredo,18,es ESP,FW,36-232,90,0,0,0,0,1,0,0,0,31,0,0,1,0.0,0.0,0.1,3,0,9,22,40.9,3,11,1,1,0,31,2021-2022
Lucas Pérez,25,es ESP,FW,33-211,90,0,0,0,0,1,0,0,0,32,0,0,1,0.1,0.1,0.0,3,0,19,29,65.5,3,14,2,0,0,31,2021-2022
Oussama Idrissi,11,ma MAR,LM,26-042,85,0,0,0,0,3,0,0,0,35,3,0,0,0.2,0.2,0.1,2,0,19,27,70.4,2,18,4,2,2,31,2021-2022
   Anthony Lozano,9,hn HON,LM,28-349,5,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,0,31,2021-2022
Rubén Alcaraz,4,es ESP,CM,30-343,90,0,0,0,0,3,2,1,0,42,3,0,0,0.2,0.2,0.0,1,0,25,34,73.5,3,18,1,0,0,31,2021-2022
Fede San Emeterio,24,es ESP,CM,25-024,85,0,0,0,0,0,0,0,0,27,1,1,1,0.0,0.0,0.0,0,0,16,21,76.2,1,13,0,1,0,31,2021-2022
   Álex Fernández,8,es ESP,CM,29-176,5,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,1,5,0,0,0,31,2021-2022
Iván Alejo,14,es ESP,RM,27-058,63,1,0,0,0,1,1,0,0,29,4,2,0,0.8,0.8,0.0,2,0,9,15,60.0,1,12,3,1,1,31,2021-2022
   Rubén Sobrino,21,es ESP,RM,29-312,27,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,0,1,0.0,0,3,0,1,0,31,2021-2022
Alfonso Espino,22,uy URU,LB,30-094,90,0,0,0,0,0,0,0,0,56,3,1,0,0.0,0.0,0.0,2,0,32,47,68.1,5,16,3,2,1,31,2021-2022
Víctor Chust,32,es ESP,CB,22-035,90,0,0,0,0,0,0,0,0,33,0,2,1,0.0,0.0,0.0,0,0,15,26,57.7,1,9,0,0,0,31,2021-2022
Luis Hernández,23,es ESP,CB,32-360,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,1,0,15,28,53.6,2,7,1,0,0,31,2021-2022
Carlos Akapo,15,gq EQG,RB,29-028,90,0,0,0,0,0,0,0,0,43,1,2,4,0.0,0.0,0.1,1,0,24,31,77.4,2,13,2,1,1,31,2021-2022
Jeremías Ledesma,1,ar ARG,GK,29-055,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,1,0,13,27,48.1,0,9,0,0,0,31,2021-2022
Álvaro Negredo,18,es ESP,FW,36-232,90,0,0,0,0,1,0,0,0,31,0,0,1,0.0,0.0,0.1,3,0,9,22,40.9,3,11,1,1,0,31,2021-2022
Lucas Pérez,25,es ESP,FW,33-211,90,0,0,0,0,1,0,0,0,32,0,0,1,0.1,0.1,0.0,3,0,19,29,65.5,3,14,2,0,0,31,2021-2022
