player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Ante Budimir,17,hr CRO,FW,30-212,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,2,0,25,2021-2022
Rubén García,14,es ESP,LM,28-220,66,1,0,0,1,0,1,2,50.0,1,0,0,0,1,2,1,0,25,2021-2022
   Kike Barja,11,es ESP,LM,24-324,24,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,25,2021-2022
Darko Brašanac,8,rs SRB,CM,30-007,66,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,25,2021-2022
   Roberto Torres,10,es ESP,CM,32-349,24,1,1,0,0,1,0,0,,0,0,0,0,1,2,0,0,25,2021-2022
Jon Moncayola,7,es ESP,"CM,RB",23-282,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,25,2021-2022
Ezequiel Ávila,9,ar ARG,RM,28-013,66,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,2021-2022
   Kiké,18,es ESP,RM,32-086,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,2021-2022
Lucas Torró,24,es ESP,DM,27-215,90,2,2,1,1,0,1,1,100.0,0,3,1,2,2,4,1,0,25,2021-2022
Manu Sánchez,39,es ESP,LB,21-179,75,2,0,0,1,1,0,1,0.0,1,0,0,0,1,3,3,0,25,2021-2022
   José Ángel,16,es ESP,LB,32-167,15,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,25,2021-2022
Juan Cruz Armada,3,es ESP,CB,29-206,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,2021-2022
David García,5,es ESP,CB,28-005,90,0,0,0,0,0,0,0,,0,0,0,0,3,3,2,0,25,2021-2022
Nacho Vidal,2,es ESP,RB,27-026,82,2,2,1,0,1,1,1,100.0,0,0,0,0,1,3,1,0,25,2021-2022
   Javi Martínez,28,es ESP,CM,22-059,8,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,25,2021-2022
Sergio Herrera,1,es ESP,GK,28-259,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,2021-2022
João Félix,7,pt POR,FW,22-101,81,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,25,2021-2022
   Mario Hermoso,22,es ESP,CB,26-246,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,2021-2022
Luis Suárez,9,uy URU,FW,35-026,71,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,25,2021-2022
   Geoffrey Kondogbia,4,cf CTA,CM,29-004,19,1,0,0,1,0,0,0,,0,1,0,1,1,2,1,0,25,2021-2022
Yannick Carrasco,21,be BEL,"LM,LW",28-168,81,3,2,2,1,0,1,2,50.0,1,1,0,1,1,4,2,0,25,2021-2022
   Javier Serrano,26,es ESP,RM,19-034,9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,25,2021-2022
Koke,6,es ESP,"CM,LM",30-042,90,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,4,0,25,2021-2022
Héctor Herrera,16,mx MEX,"CM,RM",31-306,90,5,2,4,1,0,3,4,75.0,1,2,0,2,2,7,4,0,25,2021-2022
Marcos Llorente,14,es ESP,"RM,RW",27-020,80,1,0,0,1,0,0,2,0.0,2,2,0,2,1,2,2,0,25,2021-2022
   Ángel Correa,10,ar ARG,"FW,RW",26-347,10,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,25,2021-2022
Reinildo Mandava,23,mz MOZ,LB,28-029,90,1,0,1,0,0,0,0,,0,1,1,0,2,3,5,0,25,2021-2022
José María Giménez,2,uy URU,CB,27-030,45,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,25,2021-2022
   Felipe,18,br BRA,CB,32-279,45,0,0,0,0,0,0,0,,0,1,0,1,1,1,6,0,25,2021-2022
Stefan Savić,15,me MNE,CB,31-042,90,2,0,0,2,0,1,3,33.3,2,1,1,0,0,2,7,0,25,2021-2022
Šime Vrsaljko,24,hr CRO,RB,30-040,90,6,5,3,3,0,2,2,100.0,0,1,0,1,1,7,5,0,25,2021-2022
Jan Oblak,13,si SVN,GK,29-043,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,2021-2022
Álvaro Negredo,18,es ESP,FW,36-183,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,25,2021-2022
Anthony Lozano,9,hn HON,FW,28-300,78,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,25,2021-2022
   Rubén Sobrino,21,es ESP,FW,29-263,12,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,25,2021-2022
Lucas Pérez,25,es ESP,AM,33-162,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,25,2021-2022
Rubén Alcaraz,4,es ESP,CM,30-294,90,2,0,0,2,0,2,4,50.0,2,0,0,0,0,2,0,0,25,2021-2022
Fede San Emeterio,24,es ESP,CM,24-340,84,2,1,0,2,0,1,2,50.0,1,0,0,0,1,3,0,0,25,2021-2022
   José Mari,6,es ESP,CM,34-075,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,2021-2022
Alfonso Espino,22,uy URU,WB,30-045,90,2,1,1,1,0,1,1,100.0,0,2,0,2,1,3,1,0,25,2021-2022
Carlos Akapo,15,gq EQG,WB,28-344,78,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,25,2021-2022
   Salvi,7,es ESP,WB,30-326,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,2021-2022
Víctor Chust,32,es ESP,CB,21-351,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,25,2021-2022
Fali,3,es ESP,CB,28-191,64,1,1,1,0,0,0,0,,0,1,1,0,0,1,2,0,25,2021-2022
   Cala,16,es ESP,CB,32-085,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,2021-2022
Luis Hernández,23,es ESP,CB,32-311,90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,25,2021-2022
Jeremías Ledesma,1,ar ARG,GK,29-006,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,2021-2022
Borja Mayoral,25,es ESP,FW,24-320,67,0,0,0,0,0,0,0,,0,2,1,1,0,0,1,0,25,2021-2022
