Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Ezequiel Ponce,18,ar ARG,FW,25-018,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,1,0,11,20,55.0,1,16,0,1,0,32,2021-2022
Fidel,16,es ESP,LM,32-171,67,0,2,0,0,1,0,0,0,50,0,0,0,0.6,0.6,0.4,3,2,28,44,63.6,4,19,1,2,1,32,2021-2022
   Pere Milla,10,es ESP,"RM,LM",29-205,23,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,1,0,6,9,66.7,0,7,0,0,0,32,2021-2022
Omar Mascarell,21,es ESP,CM,29-073,90,0,0,0,0,0,0,1,0,66,2,0,2,0.0,0.0,0.0,0,0,45,54,83.3,7,20,1,0,0,32,2021-2022
Raúl Guti,8,es ESP,CM,25-107,67,0,0,0,0,1,0,0,0,30,1,0,0,0.6,0.6,0.0,0,0,19,24,79.2,3,10,0,1,0,32,2021-2022
   Gerard Gumbau,2,es ESP,CM,27-119,23,0,0,0,0,1,0,0,0,14,1,1,0,0.0,0.0,0.0,0,0,8,12,66.7,3,7,2,1,1,32,2021-2022
Kike Pérez,24,es ESP,RM,25-061,70,0,0,0,0,1,0,0,0,30,1,0,1,0.1,0.1,0.0,1,0,15,22,68.2,1,14,1,2,2,32,2021-2022
   Pablo Piatti,20,ar ARG,LM,33-016,20,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,0,4,0,0,0,32,2021-2022
Johan Mojica,22,co COL,LB,29-238,90,1,0,0,0,1,1,0,0,68,0,1,1,0.1,0.1,0.1,2,1,44,54,81.5,6,30,2,1,0,32,2021-2022
Pedro Bigas,6,es ESP,CB,31-213,86,1,0,0,0,1,1,1,0,64,1,0,1,0.3,0.3,0.0,1,0,43,54,79.6,2,26,2,0,0,32,2021-2022
   Diego González,4,es ESP,CB,27-078,4,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,32,2021-2022
Gonzalo Verdú,5,es ESP,CB,33-177,90,0,0,0,0,0,0,0,0,63,0,0,1,0.0,0.0,0.0,0,0,48,56,85.7,1,24,0,0,0,32,2021-2022
Enzo Roco,3,cl CHI,CB,29-243,90,0,0,0,0,0,0,0,0,57,4,0,1,0.0,0.0,0.0,0,0,43,50,86.0,5,21,5,0,0,32,2021-2022
Josan,17,es ESP,RB,32-134,70,0,0,0,0,0,0,0,0,31,1,1,2,0.0,0.0,0.6,2,1,21,26,80.8,2,15,2,1,1,32,2021-2022
   Tete Morente,11,es ESP,RB,25-133,20,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.0,1,0,10,11,90.9,0,7,2,0,0,32,2021-2022
Édgar Badía,13,es ESP,GK,30-063,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,25,36,69.4,0,14,0,0,0,32,2021-2022
Ezequiel Ponce,18,ar ARG,FW,25-018,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,1,0,11,20,55.0,1,16,0,1,0,32,2021-2022
Fidel,16,es ESP,LM,32-171,67,0,2,0,0,1,0,0,0,50,0,0,0,0.6,0.6,0.4,3,2,28,44,63.6,4,19,1,2,1,32,2021-2022
