player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Jorge Molina,19,es ESP,FW,35-242,60,0,0,0,0,2,0,0,0,28,0,1,3,0.5,0.5,0.0,1,0,11,17,64.7,3,14,1,2,1,17,2017-2018
   Gaku Shibasaki,10,jp JPN,"FW,LW",25-206,30,0,0,0,0,0,0,0,0,14,2,1,0,0.0,0.0,0.5,1,0,6,9,66.7,1,9,1,0,0,17,2017-2018
Ángel Rodríguez,9,es ESP,FW,30-238,90,0,0,0,0,4,3,0,0,37,1,0,0,1.1,1.1,0.0,1,0,12,19,63.2,2,25,4,5,3,17,2017-2018
Amath,23,sn SEN,LM,21-157,77,1,0,0,0,2,1,0,0,21,2,1,0,0.6,0.6,0.0,0,0,8,10,80.0,2,13,0,0,0,17,2017-2018
   Mehdi Lacen,8,dz ALG,"CM,LM",33-280,13,0,0,0,0,0,0,0,0,6,1,0,1,0.0,0.0,0.0,0,0,4,4,100.0,0,1,0,0,0,17,2017-2018
Fayçal Fajr,21,ma MAR,CM,29-141,90,0,0,0,0,1,1,0,0,48,3,0,0,0.0,0.0,0.5,3,0,35,40,87.5,6,16,2,1,0,17,2017-2018
Sergio Mora,14,es ESP,CM,38-112,90,0,0,0,0,0,0,0,0,35,1,3,1,0.0,0.0,0.0,0,0,23,27,85.2,5,5,0,0,0,17,2017-2018
Francisco Portillo,12,es ESP,"RM,RW",27-190,89,0,0,0,0,0,0,0,0,41,2,0,0,0.0,0.0,0.6,4,1,25,38,65.8,4,20,1,2,2,17,2017-2018
   Jefferson Montero,24,ec ECU,RW,28-110,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,17,2017-2018
Vitorino Antunes,3,pt POR,LB,30-263,90,0,1,0,0,1,0,1,0,39,0,1,2,0.0,0.0,0.3,3,2,19,25,76.0,3,12,2,3,2,17,2017-2018
Cala,16,es ESP,CB,28-024,90,1,0,0,0,2,1,1,0,30,2,1,1,0.2,0.2,0.0,2,0,11,18,61.1,1,12,1,1,1,17,2017-2018
Djené,2,tg TOG,CB,25-354,90,0,0,0,0,0,0,0,0,30,2,0,0,0.0,0.0,0.0,0,0,17,22,77.3,1,13,0,0,0,17,2017-2018
Damián Suárez,22,uy URU,RB,29-237,90,0,1,0,0,1,0,1,0,60,2,0,1,0.4,0.4,0.2,4,1,39,54,72.2,5,17,0,1,1,17,2017-2018
Vicente Guaita,13,es ESP,GK,30-344,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,17,36,47.2,0,14,0,0,0,17,2017-2018
Jonathan Calleri,9,ar ARG,FW,24-088,90,0,0,0,0,3,1,0,0,34,0,1,0,0.5,0.5,0.1,4,0,16,23,69.6,4,19,0,3,2,17,2017-2018
Loïc Rémy,7,fr FRA,LW,30-352,90,0,0,0,0,4,1,0,0,36,2,0,0,0.7,0.7,0.0,4,0,19,26,73.1,0,31,4,8,5,17,2017-2018
Oussama Tannane,10,ma MAR,RW,23-272,70,0,0,0,0,1,0,0,0,43,1,0,0,0.0,0.0,0.4,4,0,28,33,84.8,4,33,7,5,4,17,2017-2018
   Hernán Toledo,19,ar ARG,RW,21-337,20,0,0,0,0,1,1,0,0,12,0,0,1,0.1,0.1,0.1,4,0,8,9,88.9,1,13,3,5,5,17,2017-2018
Jonathan Viera,21,es ESP,AM,28-060,90,0,0,0,0,2,0,0,0,98,3,0,1,0.5,0.5,0.6,5,0,79,91,86.8,7,61,1,6,5,17,2017-2018
Javi Castellano,18,es ESP,DM,30-048,86,0,0,0,0,0,0,0,0,76,2,5,2,0.0,0.0,0.1,1,0,59,65,90.8,5,47,1,0,0,17,2017-2018
   Momo,11,es ESP,DM,35-158,4,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,7,7,100.0,2,7,1,0,0,17,2017-2018
Alberto Aquilani,25,it ITA,DM,33-166,90,0,0,0,0,3,2,0,0,114,3,0,2,0.2,0.2,0.0,2,0,90,106,84.9,7,72,1,0,0,17,2017-2018
Dani Castellano,23,es ESP,LB,30-048,90,0,0,0,0,1,0,0,0,59,3,1,3,0.0,0.0,0.1,1,0,44,51,86.3,2,41,3,0,0,17,2017-2018
Pedro Bigas,17,es ESP,CB,27-096,90,0,0,0,0,0,0,0,0,65,2,1,0,0.0,0.0,0.0,1,0,49,59,83.1,2,39,2,2,2,17,2017-2018
Ximo Navarro,22,es ESP,CB,27-331,90,0,0,0,0,0,0,0,0,59,1,2,0,0.0,0.0,0.0,0,0,45,49,91.8,4,40,0,2,2,17,2017-2018
Michel,12,br BRA,RB,27-308,20,0,0,0,0,0,0,0,0,21,0,1,0,0.0,0.0,0.0,1,0,14,19,73.7,1,13,1,1,0,17,2017-2018
   David Simón,2,es ESP,RB,29-004,70,0,0,0,0,2,1,1,0,76,2,3,0,0.2,0.2,0.5,3,0,49,64,76.6,3,44,3,3,2,17,2017-2018
Raúl Lizoain,1,es ESP,GK,26-327,90,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,19,23,82.6,0,13,0,0,0,17,2017-2018
Willian José,12,br BRA,FW,26-027,90,0,0,0,0,1,0,0,0,46,0,0,2,0.0,0.0,0.1,3,1,31,39,79.5,2,32,0,1,1,17,2017-2018
Adnan Januzaj,8,be BEL,LW,22-318,59,0,0,0,0,4,1,0,0,34,1,2,0,0.6,0.6,0.0,1,0,14,20,70.0,1,29,5,5,1,17,2017-2018
   Mikel Oyarzabal,18,es ESP,"LW,RW",20-243,31,0,1,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.1,2,2,9,10,90.0,2,12,2,3,3,17,2017-2018
Sergio Canales,16,es ESP,RW,26-307,77,0,0,0,0,4,1,0,0,49,0,0,2,0.1,0.1,0.1,4,0,29,40,72.5,7,33,2,1,1,17,2017-2018
   Carlos Vela,11,mx MEX,"LW,RW",28-294,13,1,0,0,0,2,1,0,0,12,0,0,0,0.7,0.7,0.0,0,0,7,7,100.0,1,8,1,2,2,17,2017-2018
Xabi Prieto,10,es ESP,LM,34-113,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.1,3,0,34,38,89.5,4,31,2,4,2,17,2017-2018
Asier Illarramendi,4,es ESP,CM,27-287,90,0,1,0,0,1,0,0,0,70,1,4,0,0.0,0.0,0.1,3,1,57,63,90.5,5,42,2,2,0,17,2017-2018
David Zurutuza,17,es ESP,RM,31-154,75,0,0,0,0,0,0,0,0,44,1,3,1,0.0,0.0,0.0,2,0,37,40,92.5,6,34,5,0,0,17,2017-2018
   Igor Zubeldia,5,es ESP,RM,20-265,15,1,0,0,0,1,1,0,0,10,3,0,0,0.1,0.1,0.0,0,0,6,6,100.0,1,7,0,0,0,17,2017-2018
Iñigo Martínez,6,es ESP,LB,26-217,90,1,1,0,0,1,1,0,0,68,1,0,1,0.1,0.1,0.6,1,1,49,60,81.7,2,30,2,0,0,17,2017-2018
Raúl Navas,22,es ESP,CB,29-223,90,0,0,0,0,0,0,1,0,58,1,3,0,0.0,0.0,0.0,1,0,43,50,86.0,2,39,1,1,1,17,2017-2018
Diego Llorente,3,es ESP,CB,24-126,90,0,0,0,0,0,0,0,0,65,0,1,1,0.0,0.0,0.0,1,0,52,59,88.1,5,37,2,0,0,17,2017-2018
Álvaro Odriozola,19,es ESP,RB,22-006,90,0,0,0,0,0,0,0,0,45,2,0,1,0.0,0.0,0.1,3,0,26,37,70.3,1,23,7,4,3,17,2017-2018
Gerónimo Rulli,1,ar ARG,GK,25-214,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,31,46,67.4,0,30,0,0,0,17,2017-2018
Wissam Ben Yedder,9,fr FRA,FW,27-130,90,1,0,0,0,2,2,1,0,40,1,0,1,0.1,0.1,0.0,4,1,28,34,82.4,2,21,1,3,3,17,2017-2018
Pablo Sarabia,17,es ESP,LW,25-223,90,0,0,0,0,1,1,0,0,41,1,2,1,0.0,0.0,0.0,3,0,24,33,72.7,7,27,2,1,1,17,2017-2018
Michael Krohn-Dehli,7,dk DEN,RW,34-197,80,0,1,0,0,0,0,0,0,56,2,1,0,0.0,0.0,0.1,1,1,45,51,88.2,3,38,3,1,1,17,2017-2018
   Luis Muriel,20,co COL,RW,26-248,10,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,1,3,0,0,0,17,2017-2018
Ganso,19,br BRA,AM,28-069,63,0,0,0,0,1,0,0,0,47,2,0,0,0.1,0.1,0.0,1,0,29,40,72.5,2,34,1,3,2,17,2017-2018
   Franco Vázquez,22,ar ARG,AM,28-301,27,0,0,0,0,0,0,1,0,16,1,0,0,0.0,0.0,0.0,1,0,12,16,75.0,4,11,1,0,0,17,2017-2018
Guido Pizarro,14,ar ARG,DM,27-297,90,0,0,0,0,1,0,1,0,78,3,0,1,0.0,0.0,0.0,0,0,60,68,88.2,4,51,3,5,4,17,2017-2018
Éver Banega,10,ar ARG,DM,29-174,90,0,0,0,0,2,1,0,0,87,3,0,0,0.0,0.0,0.1,1,0,68,79,86.1,9,71,1,4,2,17,2017-2018
Sergio Escudero,18,es ESP,LB,28-109,90,0,0,0,0,0,0,0,0,66,1,4,1,0.0,0.0,0.0,1,0,47,56,83.9,2,32,0,0,0,17,2017-2018
Simon Kjær,4,dk DEN,CB,28-269,90,0,0,0,0,1,0,1,0,43,1,1,2,0.1,0.1,0.0,1,0,24,29,82.8,1,20,0,0,0,17,2017-2018
Johannes Geis,12,de GER,CB,24-125,90,0,0,0,0,1,0,0,0,59,2,2,1,0.0,0.0,0.0,1,0,37,46,80.4,3,32,0,0,0,17,2017-2018
Sébastien Corchia,2,fr FRA,RB,27-049,80,0,0,0,0,0,0,1,0,50,4,2,3,0.0,0.0,0.1,1,0,27,36,75.0,1,20,4,0,0,17,2017-2018
   Nolito,24,es ESP,RB,31-066,10,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,2,0,9,9,100.0,2,7,0,1,0,17,2017-2018
David Soria,13,es ESP,GK,24-260,90,0,0,0,0,0,0,0,0,26,0,1,0,0.0,0.0,0.0,0,0,18,23,78.3,0,10,0,0,0,17,2017-2018
Charles,19,br BRA,FW,33-261,83,1,0,0,0,2,1,0,0,23,0,1,0,0.3,0.3,0.1,3,0,10,17,58.8,1,8,0,0,0,17,2017-2018
   Gonzalo Escalante,5,ar ARG,FW,24-269,7,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,4,5,80.0,0,3,1,0,0,17,2017-2018
Kiké,17,es ESP,FW,28-026,78,0,0,0,0,2,1,0,0,37,2,1,0,0.2,0.2,0.0,2,1,20,27,74.1,3,19,2,0,0,17,2017-2018
   Sergi Enrich,9,es ESP,FW,27-298,12,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0,17,2017-2018
Takashi Inui,8,jp JPN,LM,29-202,90,2,0,0,0,3,2,0,0,46,2,1,1,0.9,0.9,0.0,3,1,26,31,83.9,3,28,5,0,0,17,2017-2018
Dani García,14,es ESP,CM,27-211,90,0,0,0,0,1,0,1,0,59,2,0,0,0.0,0.0,0.0,1,0,37,49,75.5,6,22,0,1,1,17,2017-2018
Joan Jordán,24,es ESP,CM,23-168,90,1,0,0,0,1,1,0,0,37,2,1,0,0.5,0.5,0.1,3,0,22,31,71.0,2,22,2,0,0,17,2017-2018
Bebé,10,cv CPV,RM,27-162,72,0,0,0,0,3,0,0,0,27,1,0,0,0.1,0.1,0.0,1,0,9,22,40.9,0,21,3,0,0,17,2017-2018
   Rubén Peña,11,es ESP,RM,26-156,18,0,0,0,0,2,1,0,0,15,1,1,0,0.1,0.1,0.0,1,1,7,9,77.8,0,7,1,1,0,17,2017-2018
