player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Álvaro Morata,9,es ESP,FW,27-254,61,2,0,1,1,1,1,0,0,27,1,0,0,1.5,0.8,0.2,3,2,10,14,71.4,1,17,0,1,1,34,2019-2020
   Diego Costa,19,es ESP,FW,31-270,29,0,0,0,0,1,0,1,0,12,0,0,0,0.1,0.1,0.0,0,0,6,8,75.0,1,9,0,0,0,34,2019-2020
João Félix,7,pt POR,FW,20-236,53,0,0,0,0,3,0,0,0,26,1,2,1,0.5,0.5,0.1,2,0,11,14,78.6,2,15,3,3,1,34,2019-2020
   Ángel Correa,10,ar ARG,"RM,FW",25-116,37,0,0,0,0,1,0,0,0,21,0,1,1,0.1,0.1,0.1,2,0,13,14,92.9,1,12,1,0,0,34,2019-2020
Yannick Carrasco,21,be BEL,LM,26-303,54,0,0,0,0,3,0,0,0,38,1,1,0,0.3,0.3,0.4,3,0,17,23,73.9,5,25,2,6,2,34,2019-2020
   Vitolo,20,es ESP,"FW,LM",30-244,36,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.0,2,0,19,23,82.6,3,18,1,0,0,34,2019-2020
Saúl Ñíguez,8,es ESP,CM,25-225,79,0,0,0,0,0,0,1,0,57,2,1,3,0.0,0.0,0.0,2,0,41,46,89.1,9,23,0,0,0,34,2019-2020
   Thomas Partey,5,gh GHA,CM,27-020,11,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,7,8,87.5,0,7,0,0,0,34,2019-2020
Koke,6,es ESP,"CM,LM",28-177,90,1,0,0,0,2,1,0,0,77,5,1,1,0.1,0.1,0.0,1,1,54,61,88.5,7,38,0,0,0,34,2019-2020
Marcos Llorente,14,es ESP,"RM,CM",25-155,90,0,1,0,0,1,0,0,0,40,0,1,2,0.1,0.1,1.0,3,1,31,34,91.2,3,24,5,2,1,34,2019-2020
Manu Sánchez,35,es ESP,LB,19-314,61,0,0,0,0,0,0,0,0,44,6,1,1,0.0,0.0,0.1,3,0,27,35,77.1,2,23,1,1,0,34,2019-2020
   Renan Lodi,12,br BRA,LB,22-086,29,0,0,0,0,1,0,0,0,19,2,1,0,0.0,0.0,0.0,0,0,9,13,69.2,0,8,1,0,0,34,2019-2020
José María Giménez,2,uy URU,CB,25-165,90,0,0,0,0,1,0,0,0,74,1,3,3,0.1,0.1,0.0,1,0,51,60,85.0,5,45,0,0,0,34,2019-2020
