player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Martin Braithwaite,7,dk DEN,"LW,FW",28-226,90,0,0,0,0,1,0,1,0,19,1,0,1,0.1,0.1,0.0,0,0,7,11,63.6,1,13,1,1,1,20,2019-2020
Guido Carrillo,18,ar ARG,FW,28-237,90,0,0,0,0,2,2,0,0,42,2,0,1,0.1,0.1,0.0,3,0,20,33,60.6,3,9,2,0,0,20,2019-2020
Roque Mesa,6,es ESP,"CM,AM",30-224,56,0,0,0,0,0,0,1,0,24,0,0,1,0.0,0.0,0.0,3,0,14,18,77.8,1,17,0,1,0,20,2019-2020
   José Arnaiz,10,es ESP,AM,24-277,34,0,0,0,0,1,0,1,0,21,0,1,0,0.0,0.0,0.1,2,0,10,12,83.3,1,13,0,1,0,20,2019-2020
Rubén Pérez,21,es ESP,"DM,CM",30-266,90,0,0,0,0,1,0,1,0,67,2,0,1,0.0,0.0,0.0,0,0,45,56,80.4,8,25,0,2,1,20,2019-2020
Óscar Rodríguez Arnaiz,27,es ESP,"CM,RW",21-203,76,0,0,0,0,2,0,0,0,31,0,0,1,0.1,0.1,0.0,1,0,14,22,63.6,1,14,4,7,5,20,2019-2020
   Aitor Ruibal,19,es ESP,RW,23-301,14,0,0,0,0,1,0,0,0,10,0,0,0,0.1,0.1,0.0,1,0,6,6,100.0,0,7,1,3,3,20,2019-2020
Kévin Rodrigues,24,pt POR,LB,25-318,90,0,0,0,0,0,0,0,0,32,1,0,0,0.0,0.0,0.2,3,0,18,28,64.3,1,13,1,0,0,20,2019-2020
Jonathan Silva,5,ar ARG,CB,25-202,90,0,0,0,0,0,0,1,0,59,1,1,0,0.0,0.0,0.0,0,0,42,58,72.4,6,27,2,0,0,20,2019-2020
Kenneth Omeruo,4,ng NGA,CB,26-092,90,0,0,0,0,0,0,0,0,55,1,4,3,0.0,0.0,0.0,0,0,29,44,65.9,3,20,0,0,0,20,2019-2020
Rodrigo Tarín,15,es ESP,CB,23-196,45,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.0,1,0,14,21,66.7,1,8,0,0,0,20,2019-2020
   Recio,8,es ESP,DM,29-006,45,0,0,0,0,0,0,1,0,42,0,0,1,0.0,0.0,0.0,1,0,31,39,79.5,3,21,0,0,0,20,2019-2020
Unai Bustinza,3,es ESP,RB,27-349,90,0,0,0,0,0,0,0,0,70,8,4,1,0.0,0.0,0.0,0,0,28,52,53.8,2,12,0,1,0,20,2019-2020
Iván Cuéllar,1,es ESP,GK,35-235,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,20,36,55.6,1,13,0,0,0,20,2019-2020
Jaime Mata,7,es ESP,FW,31-085,90,1,0,0,0,3,1,1,0,32,0,1,3,1.0,1.0,0.0,3,0,9,14,64.3,1,22,1,6,3,20,2019-2020
Jorge Molina,19,es ESP,FW,37-270,83,0,1,0,0,0,0,0,0,30,1,0,1,0.0,0.0,0.7,4,3,14,22,63.6,2,17,3,3,2,20,2019-2020
   Hugo Duro,26,es ESP,FW,20-068,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,20,2019-2020
Marc Cucurella,15,es ESP,LM,21-179,88,0,1,0,0,0,0,0,0,40,1,1,2,0.0,0.0,0.1,2,1,18,29,62.1,7,21,0,2,0,20,2019-2020
   Fayçal Fajr,21,ma MAR,LM,31-169,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,1,0,0,0,20,2019-2020
Nemanja Maksimović,20,rs SRB,CM,24-356,90,0,0,0,0,1,0,1,0,26,3,1,1,0.0,0.0,0.1,1,0,9,17,52.9,1,8,1,1,1,20,2019-2020
Mauro Arambarri,18,uy URU,CM,24-109,90,0,0,0,0,2,0,0,0,35,2,2,1,0.2,0.2,0.0,0,0,9,23,39.1,1,8,0,2,1,20,2019-2020
Allan Nyom,12,cm CMR,RM,31-252,30,1,0,0,0,1,1,1,0,7,0,0,0,0.1,0.1,0.0,0,0,1,4,25.0,0,1,0,0,0,20,2019-2020
   Oghenekaro Etebo,5,ng NGA,RM,24-069,60,0,0,0,0,0,0,0,0,21,2,1,2,0.0,0.0,0.0,0,0,4,13,30.8,0,5,0,0,0,20,2019-2020
Mathías Olivera,17,uy URU,LB,22-078,90,0,0,0,0,0,0,0,0,63,2,1,1,0.0,0.0,0.0,1,1,28,51,54.9,4,16,1,2,1,20,2019-2020
Leandro Cabrera,6,uy URU,CB,28-214,90,1,0,0,0,1,1,0,0,31,0,1,1,0.1,0.1,0.0,0,0,14,25,56.0,5,8,0,1,1,20,2019-2020
Djené,2,tg TOG,CB,28-017,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,8,18,44.4,0,1,0,0,0,20,2019-2020
Damián Suárez,22,uy URU,RB,31-265,90,0,1,0,0,0,0,0,0,46,1,1,0,0.0,0.0,0.1,3,1,20,43,46.5,2,12,0,2,2,20,2019-2020
David Soria,13,es ESP,GK,26-288,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,11,28,39.3,0,12,0,0,0,20,2019-2020
Roger Martí,9,es ESP,FW,29-015,90,0,0,0,0,4,1,0,0,25,1,0,1,0.2,0.2,0.2,3,0,12,18,66.7,3,13,2,1,1,20,2019-2020
Borja Mayoral,21,es ESP,FW,22-288,78,0,0,0,0,2,0,0,0,28,1,0,1,0.1,0.1,0.1,5,0,15,21,71.4,1,19,1,2,0,20,2019-2020
   Sergio León,7,es ESP,FW,31-012,12,0,0,0,0,2,0,0,0,5,0,0,0,0.4,0.4,0.0,0,0,0,0,,0,3,0,0,0,20,2019-2020
José Campaña,24,es ESP,"LM,CM",26-232,90,0,0,0,0,2,0,0,0,76,0,6,0,0.0,0.0,0.1,5,0,49,63,77.8,8,35,5,3,1,20,2019-2020
Gonzalo Melero,22,es ESP,CM,26-016,54,0,0,0,0,4,1,1,0,39,1,0,0,0.2,0.2,0.0,1,0,23,30,76.7,2,19,2,0,0,20,2019-2020
   Enis Bardhi,10,mk MKD,LM,24-200,36,0,0,0,0,1,0,0,0,18,1,0,1,0.0,0.0,0.0,2,0,9,12,75.0,2,11,2,0,0,20,2019-2020
Nemanja Radoja,5,rs SRB,CM,26-346,90,0,0,0,0,0,0,0,0,63,3,0,0,0.0,0.0,0.0,4,0,47,56,83.9,8,31,0,0,0,20,2019-2020
José Luis Morales,11,es ESP,RM,32-179,65,0,0,0,0,0,0,0,0,27,2,0,0,0.0,0.0,0.0,2,0,9,19,47.4,1,15,1,3,0,20,2019-2020
   Hernâni Fortes,8,pt POR,RM,28-151,25,0,0,0,0,4,1,0,0,17,1,0,0,0.2,0.2,0.3,2,0,4,8,50.0,0,12,5,4,1,20,2019-2020
Toño,3,es ESP,LB,30-072,90,0,0,0,0,0,0,0,0,61,0,1,1,0.0,0.0,0.2,2,0,34,46,73.9,2,31,3,4,1,20,2019-2020
Sergio Postigo,15,es ESP,CB,31-075,90,0,0,0,0,0,0,0,0,53,1,5,1,0.0,0.0,0.0,2,0,31,42,73.8,4,24,0,0,0,20,2019-2020
Erick Cabaco,18,uy URU,CB,24-274,90,0,0,0,0,1,0,1,0,57,0,2,3,0.0,0.0,0.0,1,0,34,46,73.9,7,23,0,0,0,20,2019-2020
Coke,23,es ESP,RB,32-267,90,0,0,0,0,0,0,0,0,66,3,1,0,0.0,0.0,0.1,4,0,47,59,79.7,6,34,3,2,2,20,2019-2020
Aitor Fernández,13,es ESP,GK,28-260,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,12,22,54.5,0,9,0,0,0,20,2019-2020
Lucas Pérez,7,es ESP,FW,31-130,90,0,0,0,0,5,2,0,0,37,0,0,1,0.7,0.7,0.2,8,1,16,27,59.3,3,25,5,3,2,20,2019-2020
Joselu,9,es ESP,FW,29-297,90,0,1,0,0,1,1,0,0,45,0,1,1,0.0,0.0,0.8,5,1,15,32,46.9,4,23,2,1,0,20,2019-2020
Luis Rioja,11,es ESP,LM,26-094,63,0,0,0,0,1,0,0,0,31,1,3,3,0.0,0.0,0.1,1,0,15,19,78.9,2,20,3,4,2,20,2019-2020
   Borja Sainz,29,es ESP,RM,18-351,27,0,0,0,0,1,1,0,0,14,0,0,0,0.4,0.4,0.0,2,0,6,9,66.7,1,8,0,1,1,20,2019-2020
Manu García,19,es ESP,CM,33-267,90,0,0,0,0,3,1,0,0,53,3,3,3,0.4,0.4,0.2,3,0,30,35,85.7,3,28,0,0,0,20,2019-2020
