Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Roger Martí,9,es ESP,FW,28-001,90,0,0,0,0,4,1,0,0,32,1,0,2,0.2,0.2,0.0,2,0,12,19,63.2,0,23,2,2,1,18,2018-2019
José Luis Morales,11,es ESP,FW,31-165,90,1,0,0,0,4,3,0,0,35,1,0,0,0.3,0.3,0.0,2,0,14,23,60.9,4,26,7,5,2,18,2018-2019
Enis Bardhi,10,mk MKD,CM,23-186,90,0,0,0,0,4,2,1,0,69,2,4,0,0.1,0.1,0.1,7,0,42,55,76.4,7,49,6,2,2,18,2018-2019
Nikola Vukčević,17,me MNE,CM,27-022,62,0,0,0,0,0,0,0,0,40,3,2,2,0.0,0.0,0.0,1,0,25,28,89.3,0,28,1,0,0,18,2018-2019
   Emmanuel Boateng,21,gh GHA,CM,22-226,28,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,2,1,4,6,66.7,0,6,0,0,0,18,2018-2019
José Campaña,24,es ESP,CM,25-218,90,0,1,0,0,1,0,0,0,83,0,2,0,0.0,0.0,0.6,6,1,64,80,80.0,12,67,10,1,1,18,2018-2019
Toño,3,es ESP,WB,29-058,84,0,1,0,0,1,1,1,0,66,1,0,1,0.5,0.5,0.1,3,1,37,52,71.2,3,39,3,5,2,18,2018-2019
   Raphael Dwamena,20,gh GHA,WB,23-114,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,1,0,1,1,100.0,1,1,1,0,0,18,2018-2019
Jason,23,es ESP,WB,24-182,70,0,0,0,0,2,0,0,0,48,0,0,0,0.1,0.1,0.5,3,0,22,35,62.9,4,35,5,6,1,18,2018-2019
   Coke,12,es ESP,CB,31-253,20,1,0,0,0,1,1,0,0,20,0,1,0,0.4,0.4,0.0,0,0,14,18,77.8,2,13,0,0,0,18,2018-2019
Rober,4,es ESP,CB,23-322,90,0,0,0,0,0,0,0,0,47,1,2,2,0.0,0.0,0.0,2,0,32,38,84.2,3,25,0,1,1,18,2018-2019
Sergio Postigo,15,es ESP,CB,30-061,68,0,0,0,0,0,0,1,1,53,1,0,0,0.0,0.0,0.0,2,0,33,46,71.7,3,31,1,0,0,18,2018-2019
Erick Cabaco,18,uy URU,CB,23-260,90,0,0,0,0,1,0,0,0,60,1,0,0,0.0,0.0,0.0,0,0,46,54,85.2,8,43,0,0,0,18,2018-2019
Oier Olazábal,13,es ESP,GK,29-112,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,13,21,61.9,0,11,0,0,0,18,2018-2019
Roger Martí,9,es ESP,FW,28-001,90,0,0,0,0,4,1,0,0,32,1,0,2,0.2,0.2,0.0,2,0,12,19,63.2,0,23,2,2,1,18,2018-2019
José Luis Morales,11,es ESP,FW,31-165,90,1,0,0,0,4,3,0,0,35,1,0,0,0.3,0.3,0.0,2,0,14,23,60.9,4,26,7,5,2,18,2018-2019
Enis Bardhi,10,mk MKD,CM,23-186,90,0,0,0,0,4,2,1,0,69,2,4,0,0.1,0.1,0.1,7,0,42,55,76.4,7,49,6,2,2,18,2018-2019
Nikola Vukčević,17,me MNE,CM,27-022,62,0,0,0,0,0,0,0,0,40,3,2,2,0.0,0.0,0.0,1,0,25,28,89.3,0,28,1,0,0,18,2018-2019
   Emmanuel Boateng,21,gh GHA,CM,22-226,28,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,2,1,4,6,66.7,0,6,0,0,0,18,2018-2019
José Campaña,24,es ESP,CM,25-218,90,0,1,0,0,1,0,0,0,83,0,2,0,0.0,0.0,0.6,6,1,64,80,80.0,12,67,10,1,1,18,2018-2019
Toño,3,es ESP,WB,29-058,84,0,1,0,0,1,1,1,0,66,1,0,1,0.5,0.5,0.1,3,1,37,52,71.2,3,39,3,5,2,18,2018-2019
   Raphael Dwamena,20,gh GHA,WB,23-114,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,1,0,1,1,100.0,1,1,1,0,0,18,2018-2019
Jason,23,es ESP,WB,24-182,70,0,0,0,0,2,0,0,0,48,0,0,0,0.1,0.1,0.5,3,0,22,35,62.9,4,35,5,6,1,18,2018-2019
