Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Sergi Guardiola,12,es ESP,FW,27-255,90,0,0,0,0,2,0,0,0,33,2,1,2,0.4,0.4,0.0,2,0,9,17,52.9,0,14,1,2,2,23,2018-2019
Óscar Plano,10,es ESP,FW,27-362,90,0,0,0,0,0,0,1,0,35,1,2,1,0.0,0.0,0.1,2,0,20,27,74.1,4,14,2,0,0,23,2018-2019
Pablo Hervías,15,es ESP,LM,25-337,80,0,0,0,0,2,1,1,0,35,1,1,0,0.1,0.1,0.3,1,0,21,29,72.4,1,23,1,1,1,23,2018-2019
   Daniele Verde,11,it ITA,LM,22-233,10,0,0,0,0,1,1,0,0,8,0,0,0,0.0,0.0,0.0,0,0,2,6,33.3,0,4,1,0,0,23,2018-2019
Rubén Alcaraz,14,es ESP,CM,27-283,90,0,0,0,0,1,0,1,0,71,4,1,2,0.0,0.0,0.0,2,0,45,54,83.3,10,35,4,6,3,23,2018-2019
Míchel,21,es ESP,CM,30-194,90,0,0,0,0,0,0,0,0,72,1,3,2,0.0,0.0,0.1,3,0,46,62,74.2,3,23,3,2,0,23,2018-2019
Keko,24,es ESP,RM,27-043,89,0,0,0,0,0,0,0,0,44,3,0,3,0.0,0.0,0.0,1,0,20,31,64.5,2,18,5,2,1,23,2018-2019
   Borja Fernández,8,es ESP,RM,38-025,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,23,2018-2019
Nacho,22,es ESP,LB,29-338,90,0,0,0,0,1,0,0,0,67,1,1,1,0.0,0.0,0.1,2,0,38,55,69.1,4,31,3,0,0,23,2018-2019
Joaquín Fernández,2,es ESP,CB,22-253,90,0,0,0,0,1,0,0,0,32,1,1,0,0.1,0.1,0.0,0,0,17,23,73.9,0,11,0,0,0,23,2018-2019
Kiko Olivas,4,es ESP,CB,30-171,90,0,0,0,0,0,0,0,0,48,1,3,0,0.0,0.0,0.0,1,0,34,40,85.0,2,13,2,0,0,23,2018-2019
