player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Jaime Mata,7,es ESP,FW,29-311,57,0,0,0,0,2,1,0,0,26,0,0,0,0.6,0.6,0.0,0,0,6,15,40.0,1,9,1,1,0,3,2018-2019
   Jorge Molina,19,es ESP,FW,36-131,33,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.1,3,0,7,11,63.6,0,10,2,0,0,3,2018-2019
Ángel Rodríguez,9,es ESP,FW,31-127,82,0,0,0,0,1,0,0,0,25,0,0,1,0.1,0.1,0.0,0,0,7,15,46.7,1,6,1,0,0,3,2018-2019
   Sergi Guardiola,14,es ESP,FW,27-094,8,0,0,0,0,1,0,0,0,12,0,0,0,0.1,0.1,0.0,0,0,4,7,57.1,0,8,5,3,0,3,2018-2019
Iván Alejo,23,es ESP,LM,23-202,45,0,0,0,0,0,0,1,0,18,2,0,0,0.0,0.0,0.6,1,0,7,12,58.3,1,12,4,2,1,3,2018-2019
   Amath,11,sn SEN,LM,22-046,45,0,0,0,0,1,0,0,0,27,2,1,0,0.1,0.1,0.0,4,0,14,18,77.8,2,16,4,3,1,3,2018-2019
Nemanja Maksimović,20,rs SRB,CM,23-217,90,0,0,0,0,3,1,0,0,44,3,2,0,0.1,0.1,0.0,0,0,26,34,76.5,4,11,0,0,0,3,2018-2019
Mauro Arambarri,18,uy URU,CM,22-335,90,0,0,0,0,0,0,0,0,47,0,1,2,0.0,0.0,0.1,2,0,23,33,69.7,4,19,0,1,1,3,2018-2019
Francisco Portillo,8,es ESP,RM,28-079,90,0,0,0,0,0,0,1,0,45,1,1,0,0.0,0.0,0.0,1,0,25,35,71.4,6,28,4,5,3,3,2018-2019
Vitorino Antunes,3,pt POR,LB,31-152,90,0,0,0,0,1,0,0,0,87,1,2,2,0.0,0.0,0.1,5,0,47,76,61.8,5,35,3,4,2,3,2018-2019
Bruno González,4,es ESP,CB,28-099,90,0,0,0,0,1,1,0,0,50,1,3,0,0.1,0.1,0.0,0,0,34,43,79.1,2,22,0,0,0,3,2018-2019
Djené,2,tg TOG,CB,26-243,90,0,0,0,0,0,0,1,0,54,0,3,1,0.0,0.0,0.0,0,0,38,45,84.4,3,19,2,0,0,3,2018-2019
Damián Suárez,22,uy URU,RB,30-126,90,0,0,0,0,2,0,0,0,76,5,1,0,0.1,0.1,0.1,3,0,48,64,75.0,5,28,2,3,1,3,2018-2019
David Soria,13,es ESP,GK,25-149,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,18,26,69.2,0,12,0,0,0,3,2018-2019
Enes Ünal,9,tr TUR,FW,21-113,69,0,0,0,0,1,1,0,0,24,2,0,1,0.0,0.0,0.0,0,0,7,14,50.0,1,12,0,0,0,3,2018-2019
   Duje Čop,20,hr CRO,FW,28-211,21,0,0,0,0,1,1,0,0,12,0,0,1,0.1,0.1,0.0,0,0,4,7,57.1,0,4,0,0,0,3,2018-2019
Toni Villa,19,es ESP,LW,23-236,78,0,0,0,0,2,0,0,0,33,4,0,2,0.0,0.0,0.0,3,0,8,16,50.0,0,16,2,3,2,3,2018-2019
   Míchel,21,es ESP,FW,30-033,12,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.1,1,0,6,6,100.0,0,6,0,1,0,3,2018-2019
Keko,24,es ESP,RW,26-247,66,0,0,0,0,0,0,0,0,34,4,0,1,0.0,0.0,0.0,2,0,15,24,62.5,1,19,1,0,0,3,2018-2019
   Daniele Verde,11,it ITA,"RM,RW",22-072,24,0,0,0,0,0,0,0,0,13,1,1,0,0.0,0.0,0.0,1,0,6,8,75.0,0,5,1,0,0,3,2018-2019
Óscar Plano,10,es ESP,"AM,LM",27-201,90,0,0,0,0,0,0,0,0,38,2,0,0,0.0,0.0,0.1,1,0,18,32,56.3,0,15,3,1,1,3,2018-2019
Rubén Alcaraz,14,es ESP,"DM,CM",27-122,90,0,0,0,0,2,1,0,0,60,1,1,2,0.7,0.7,0.0,0,0,33,48,68.8,2,25,0,0,0,3,2018-2019
Anuar,23,ma MAR,"DM,CM",23-228,90,0,0,0,0,0,0,0,0,49,3,1,0,0.0,0.0,0.0,1,0,28,37,75.7,1,21,0,0,0,3,2018-2019
Nacho,22,es ESP,LB,29-177,90,0,0,0,0,0,0,0,0,58,2,3,1,0.0,0.0,0.0,1,0,26,45,57.8,3,23,2,0,0,3,2018-2019
Fernando Calero,5,es ESP,CB,22-351,90,0,0,0,0,0,0,0,0,44,1,0,3,0.0,0.0,0.0,2,0,25,29,86.2,2,16,0,0,0,3,2018-2019
Kiko Olivas,4,es ESP,CB,30-010,90,0,0,0,0,0,0,0,0,34,2,2,0,0.0,0.0,0.0,0,0,22,28,78.6,0,10,0,0,0,3,2018-2019
Javi Moyano,17,es ESP,RB,32-189,90,0,0,0,0,1,1,1,0,62,2,4,2,0.1,0.1,0.0,1,0,31,47,66.0,4,17,0,0,0,3,2018-2019
Jordi Masip,1,es ESP,GK,29-240,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,9,31,29.0,0,16,0,0,0,3,2018-2019
Karl Toko Ekambi,17,cm CMR,"FW,RM",25-351,81,0,0,0,0,1,1,0,0,28,0,0,0,0.1,0.1,0.1,1,0,17,22,77.3,1,28,3,2,1,3,2018-2019
   Nicola Sansone,10,it ITA,RM,26-355,9,0,0,0,0,0,0,1,0,4,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,1,3,0,0,0,3,2018-2019
Gerard Moreno,7,es ESP,FW,26-146,90,0,0,0,0,3,1,0,0,33,0,0,0,0.5,0.5,0.2,3,0,18,27,66.7,2,25,0,1,0,3,2018-2019
Manu Trigueros,14,es ESP,"AM,CM",26-318,90,0,0,0,0,1,0,1,0,79,2,1,0,0.0,0.0,0.1,2,0,63,70,90.0,8,51,2,0,0,3,2018-2019
Pablo Fornals,8,es ESP,LM,22-190,90,0,0,0,0,4,0,0,0,73,3,1,0,0.3,0.3,0.1,6,0,53,62,85.5,8,49,4,2,2,3,2018-2019
Santi Cazorla,19,es ESP,"RM,CM",33-261,74,0,0,0,0,1,0,0,0,68,3,1,0,0.1,0.1,0.5,7,0,49,59,83.1,6,49,2,1,0,3,2018-2019
   Miguel Layún,24,mx MEX,CM,30-067,16,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,6,11,54.5,0,7,0,0,0,3,2018-2019
Santiago Cáseres,5,ar ARG,DM,21-187,65,0,0,0,0,0,0,0,0,53,3,2,0,0.0,0.0,0.0,0,0,46,49,93.9,3,32,1,0,0,3,2018-2019
   Carlos Bacca,9,co COL,FW,31-357,25,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,1,0,6,12,50.0,0,7,0,0,0,3,2018-2019
Alfonso Pedraza,16,es ESP,LB,22-144,90,0,0,0,0,3,1,0,0,65,1,0,2,0.1,0.1,0.0,0,0,42,52,80.8,3,45,6,4,2,3,2018-2019
Víctor Ruiz,6,es ESP,CB,29-218,90,0,0,0,0,0,0,0,0,85,2,2,2,0.0,0.0,0.0,2,0,65,77,84.4,10,61,3,0,0,3,2018-2019
Álvaro González,3,es ESP,CB,28-235,90,0,0,0,0,0,0,0,0,75,1,1,1,0.0,0.0,0.0,0,0,59,65,90.8,4,53,1,0,0,3,2018-2019
Mario Gaspar,2,es ESP,RB,27-280,90,0,0,0,0,0,0,1,0,72,4,3,3,0.0,0.0,0.2,3,0,52,63,82.5,5,42,8,1,0,3,2018-2019
Sergio Asenjo,1,es ESP,GK,29-064,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,22,26,84.6,0,16,0,0,0,3,2018-2019
Cristhian Stuani,7,uy URU,FW,31-323,90,1,0,0,0,2,2,0,0,38,1,0,1,0.5,0.5,0.0,5,1,18,27,66.7,2,22,0,2,1,3,2018-2019
Borja García,10,es ESP,"LW,AM",27-302,80,0,1,0,0,3,2,0,0,32,0,2,0,0.1,0.1,0.4,2,1,19,23,82.6,5,24,3,2,0,3,2018-2019
