player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Antoine Griezmann,7,fr FRA,"FW,RM",28-012,90,1,0,0,0,5,4,0,0,45,0,0,0,1.3,1.3,0.1,3,1,30,37,81.1,8,30,4,2,1,30,2018-2019
Álvaro Morata,22,es ESP,FW,26-161,84,0,0,0,0,3,0,0,0,31,1,0,0,0.5,0.5,0.0,1,0,11,21,52.4,0,26,5,0,0,30,2018-2019
   Juanfran,20,es ESP,LB,34-083,6,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,3,0,0,0,30,2018-2019
Saúl Ñíguez,8,es ESP,"LW,LB,LM",24-132,90,0,0,0,0,3,1,0,0,77,2,0,1,0.2,0.2,0.4,5,1,44,64,68.8,2,38,3,6,5,30,2018-2019
Santiago Arias,4,co COL,"RW,RB",27-079,90,0,0,0,0,0,0,1,0,61,5,3,0,0.0,0.0,0.1,1,0,36,48,75.0,2,32,3,0,0,30,2018-2019
Koke,6,es ESP,CM,27-084,90,0,0,0,0,1,0,0,0,88,2,1,1,0.0,0.0,0.2,6,0,70,83,84.3,8,46,0,1,1,30,2018-2019
Thomas Partey,5,gh GHA,CM,25-293,55,0,0,0,0,2,0,0,0,41,0,0,0,0.0,0.0,0.0,2,0,31,37,83.8,3,34,0,1,0,30,2018-2019
   Ángel Correa,10,ar ARG,"RM,FW,CM",24-024,35,0,0,0,0,0,0,0,0,21,0,1,0,0.0,0.0,0.6,3,0,13,16,81.3,2,15,0,2,1,30,2018-2019
Rodri,14,es ESP,"DM,CM",22-284,90,0,0,0,0,0,0,0,0,82,5,1,0,0.0,0.0,0.0,2,0,67,75,89.3,8,51,2,2,2,30,2018-2019
Filipe Luís,3,br BRA,"CB,LB",33-236,64,0,0,0,0,0,0,0,0,48,1,4,0,0.0,0.0,0.0,0,0,28,39,71.8,4,28,0,1,1,30,2018-2019
   Vitolo,23,es ESP,"LM,RM",29-151,26,0,1,0,0,2,1,0,0,26,0,1,1,0.5,0.5,0.4,4,1,16,17,94.1,2,21,2,4,3,30,2018-2019
Diego Godín,2,uy URU,CB,33-045,90,1,0,0,0,1,1,0,0,53,1,1,1,0.4,0.4,0.0,1,0,37,44,84.1,2,28,1,0,0,30,2018-2019
José María Giménez,24,uy URU,CB,24-072,90,0,0,0,0,0,0,0,0,53,2,2,1,0.0,0.0,0.5,4,0,39,44,88.6,3,27,1,0,0,30,2018-2019
Jan Oblak,13,si SVN,GK,26-085,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,20,24,83.3,0,15,0,0,0,30,2018-2019
Seydou Doumbia,22,ci CIV,FW,31-092,77,0,0,0,0,2,2,0,0,23,1,0,0,0.3,0.3,0.0,0,0,8,12,66.7,1,16,0,3,3,30,2018-2019
   Patrick Roberts,17,eng ENG,"RM,FW",22-056,13,0,0,0,0,0,0,0,0,12,0,1,0,0.0,0.0,0.0,1,0,7,10,70.0,0,9,1,0,0,30,2018-2019
Portu,9,es ESP,"LM,RM",26-316,68,0,0,0,0,0,0,0,0,22,0,1,0,0.0,0.0,0.0,1,0,17,18,94.4,2,17,0,1,0,30,2018-2019
   Anthony Lozano,19,hn HON,"RM,FW",25-342,22,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,1,1,0,0,0,30,2018-2019
