player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Valentín Castellanos,9,ar ARG,FW,24-204,71,4,0,0,0,6,5,0,0,11,0,0,0,1.6,1.6,0.0,0,0,2,2,100.0,0,8,1,1,0,31,2022-2023
   Cristhian Stuani,7,uy URU,FW,36-195,19,0,0,0,0,0,0,0,0,9,2,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,31,2022-2023
Rodrigo Riquelme,17,es ESP,LM,23-023,88,0,0,0,0,2,0,0,0,25,0,0,2,0.1,0.1,0.1,2,1,14,19,73.7,1,16,3,1,1,31,2022-2023
   Reinier,19,br BRA,LM,21-096,2,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,31,2022-2023
Iván Martín,23,es ESP,CM,24-070,89,0,0,0,0,0,0,0,0,34,1,1,1,0.0,0.0,0.4,3,1,24,28,85.7,2,24,0,1,1,31,2022-2023
   Ricard Artero,36,es ESP,CM,20-079,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,31,2022-2023
Viktor Tsyhankov,8,ua UKR,CM,25-161,71,0,0,0,0,3,0,0,0,30,0,0,2,0.3,0.3,0.1,5,0,16,22,72.7,2,20,4,1,1,31,2022-2023
   Valery Fernández,11,es ESP,CM,23-153,19,0,0,0,0,1,0,0,0,13,0,1,0,0.3,0.3,0.0,0,0,11,11,100.0,0,5,0,0,0,31,2022-2023
Yan Couto,20,br BRA,RM,20-326,90,0,1,0,0,1,0,0,0,49,2,0,1,0.1,0.1,0.6,6,2,23,32,71.9,6,37,5,5,2,31,2022-2023
Oriol Romeu,18,es ESP,DM,31-213,90,0,0,0,0,0,0,0,0,47,4,2,5,0.0,0.0,0.0,1,0,29,31,93.5,0,22,0,1,1,31,2022-2023
Miguel Gutiérrez,3,es ESP,LB,21-272,88,0,1,0,0,0,0,0,0,47,0,0,3,0.0,0.0,0.5,1,1,25,40,62.5,6,26,5,2,1,31,2022-2023
   Javi Hernández ,16,es ESP,LB,24-358,2,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,1,0,31,2022-2023
Juanpe,15,es ESP,CB,31-360,90,0,0,0,0,0,0,0,0,39,3,1,3,0.0,0.0,0.0,0,0,24,28,85.7,0,21,0,0,0,31,2022-2023
Santiago Bueno,22,uy URU,CB,24-167,90,0,0,0,0,0,0,0,0,40,4,0,3,0.0,0.0,0.0,1,1,17,23,73.9,0,17,0,0,0,31,2022-2023
Arnau Martinez,4,es ESP,RB,20-000,90,0,1,0,0,0,0,1,0,53,8,1,4,0.0,0.0,0.1,2,1,29,36,80.6,2,18,0,1,0,31,2022-2023
Paulo Gazzaniga,13,ar ARG,GK,31-113,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.2,1,0,22,32,68.8,0,15,0,0,0,31,2022-2023
Rodrygo,21,br BRA,FW,22-106,78,0,0,0,0,4,0,0,0,42,0,0,1,0.4,0.4,0.0,2,0,30,32,93.8,2,32,2,2,1,31,2022-2023
