Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Luis Suárez,9,uy URU,FW,32-278,90,1,0,0,0,3,2,0,0,38,0,0,0,0.7,0.7,0.2,7,1,22,33,66.7,2,23,3,4,4,11,2019-2020
Ansu Fati,31,es ESP,LW,16-363,62,0,0,0,0,4,1,0,0,44,2,1,0,0.5,0.5,0.2,3,0,24,34,70.6,1,32,4,3,2,11,2019-2020
   Antoine Griezmann,17,fr FRA,LW,28-222,28,0,0,0,0,0,0,0,0,17,1,0,0,0.0,0.0,0.0,0,0,11,16,68.8,3,11,1,2,1,11,2019-2020
Lionel Messi,10,ar ARG,RW,32-127,90,2,2,0,0,6,4,0,0,79,0,1,0,0.4,0.4,1.3,9,3,58,70,82.9,11,58,10,9,7,11,2019-2020
Frenkie de Jong,21,nl NED,LM,22-170,59,0,0,0,0,0,0,0,0,53,2,0,0,0.0,0.0,0.5,2,0,47,50,94.0,11,42,2,2,1,11,2019-2020
   Ivan Rakitić,4,hr CRO,LM,31-233,31,0,1,0,0,0,0,0,0,47,0,0,1,0.0,0.0,0.1,1,1,37,45,82.2,5,33,0,0,0,11,2019-2020
Sergio Busquets,5,es ESP,CM,31-105,90,0,0,0,0,0,0,0,0,92,5,1,1,0.0,0.0,0.2,4,1,72,85,84.7,7,34,0,0,0,11,2019-2020
Arturo Vidal,22,cl CHI,RM,32-160,90,1,0,0,0,2,1,0,0,81,5,1,2,1.0,1.0,0.0,1,1,57,66,86.4,2,52,0,0,0,11,2019-2020
Jordi Alba,18,es ESP,LB,30-222,77,0,0,0,0,0,0,0,0,73,1,1,0,0.0,0.0,0.0,3,1,59,69,85.5,4,45,9,2,2,11,2019-2020
   Sergi Roberto,20,es ESP,RB,27-264,13,0,0,0,0,0,0,0,0,17,0,1,0,0.0,0.0,0.0,0,0,15,15,100.0,3,12,1,0,0,11,2019-2020
Clément Lenglet,15,fr FRA,CB,24-134,90,1,0,0,0,2,1,0,0,56,2,0,2,0.2,0.2,0.0,0,0,36,44,81.8,2,33,0,2,0,11,2019-2020
Gerard Piqué,3,es ESP,CB,32-269,90,0,0,0,0,0,0,0,0,73,1,1,1,0.0,0.0,0.1,1,0,52,60,86.7,3,42,1,2,1,11,2019-2020
Nélson Semedo,2,pt POR,"RB,LB",25-347,90,0,0,0,0,1,0,0,0,72,0,1,1,0.0,0.0,0.0,2,1,54,62,87.1,5,38,1,3,2,11,2019-2020
Marc-André ter Stegen,1,de GER,GK,27-182,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,24,26,92.3,0,7,0,0,0,11,2019-2020
Luis Suárez,9,uy URU,FW,32-278,90,1,0,0,0,3,2,0,0,38,0,0,0,0.7,0.7,0.2,7,1,22,33,66.7,2,23,3,4,4,11,2019-2020
Ansu Fati,31,es ESP,LW,16-363,62,0,0,0,0,4,1,0,0,44,2,1,0,0.5,0.5,0.2,3,0,24,34,70.6,1,32,4,3,2,11,2019-2020
