Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Luuk de Jong,19,nl NED,FW,29-003,90,0,0,0,0,5,1,0,0,32,2,0,0,0.7,0.7,0.1,3,0,15,24,62.5,2,9,0,0,0,3,2019-2020
Nolito,8,es ESP,LW,32-319,78,0,0,0,0,2,1,0,0,39,3,0,1,0.1,0.1,0.0,3,0,25,30,83.3,7,16,2,2,0,3,2019-2020
   Rony Lopes,7,pt POR,LW,23-245,12,0,0,0,0,1,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,6,6,100.0,0,5,0,0,0,3,2019-2020
Munir El Haddadi,11,ma MAR,RW,23-363,54,0,0,0,0,2,1,1,0,36,0,1,1,0.1,0.1,0.0,3,0,24,29,82.8,3,22,1,1,1,3,2019-2020
   Bryan Gil,30,es ESP,RW,18-200,36,0,0,0,0,0,0,1,0,14,1,0,0,0.0,0.0,0.0,0,0,9,11,81.8,0,11,2,3,2,3,2019-2020
Éver Banega,10,ar ARG,LM,31-062,90,0,1,0,0,0,0,0,0,103,1,0,2,0.0,0.0,0.2,6,2,79,96,82.3,15,68,7,2,2,3,2019-2020
Fernando,25,br BRA,CM,32-036,90,0,0,0,0,0,0,1,0,72,3,2,1,0.0,0.0,0.0,1,0,58,65,89.2,7,41,1,0,0,3,2019-2020
Joan Jordán,24,es ESP,RM,25-055,69,0,0,0,0,1,0,0,0,84,1,1,0,0.1,0.1,0.2,5,0,73,81,90.1,9,56,2,2,2,3,2019-2020
   Franco Vázquez,22,ar ARG,RM,30-189,21,1,0,0,0,2,1,0,0,15,1,0,0,0.1,0.1,0.0,0,0,7,9,77.8,1,11,0,1,1,3,2019-2020
Sergio Reguilón,23,es ESP,LB,22-257,90,0,0,0,0,0,0,0,0,74,1,1,1,0.0,0.0,0.3,7,0,56,66,84.8,7,33,4,3,3,3,2019-2020
Daniel Carriço,6,pt POR,CB,31-026,90,0,0,0,0,2,0,0,0,66,0,1,0,0.1,0.1,0.0,0,0,60,63,95.2,5,39,2,0,0,3,2019-2020
Diego Carlos,20,br BRA,CB,26-168,90,0,0,0,0,4,1,1,0,76,2,0,1,0.3,0.3,0.0,1,0,57,66,86.4,2,32,1,1,1,3,2019-2020
Jesús Navas,16,es ESP,RB,33-282,90,0,0,0,0,0,0,0,0,95,2,1,0,0.0,0.0,0.1,3,0,67,86,77.9,10,55,8,3,1,3,2019-2020
Tomáš Vaclík,1,cz CZE,GK,30-154,90,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,15,17,88.2,0,13,0,0,0,3,2019-2020
Luuk de Jong,19,nl NED,FW,29-003,90,0,0,0,0,5,1,0,0,32,2,0,0,0.7,0.7,0.1,3,0,15,24,62.5,2,9,0,0,0,3,2019-2020
Nolito,8,es ESP,LW,32-319,78,0,0,0,0,2,1,0,0,39,3,0,1,0.1,0.1,0.0,3,0,25,30,83.3,7,16,2,2,0,3,2019-2020
   Rony Lopes,7,pt POR,LW,23-245,12,0,0,0,0,1,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,6,6,100.0,0,5,0,0,0,3,2019-2020
Munir El Haddadi,11,ma MAR,RW,23-363,54,0,0,0,0,2,1,1,0,36,0,1,1,0.1,0.1,0.0,3,0,24,29,82.8,3,22,1,1,1,3,2019-2020
