Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Adrián López,22,es ESP,FW,32-016,68,0,0,0,0,1,0,0,0,31,0,0,0,0.1,0.1,0.0,3,0,14,20,70.0,2,26,10,8,3,21,2019-2020
   Marc Cardona,7,es ESP,FW,24-200,22,0,0,0,0,1,0,0,0,12,0,0,0,0.2,0.2,0.0,0,0,4,7,57.1,0,6,0,0,0,21,2019-2020
Ezequiel Ávila,9,ar ARG,FW,25-352,57,0,0,0,0,2,1,0,0,13,0,0,0,0.1,0.1,0.1,2,0,6,8,75.0,1,7,0,1,1,21,2019-2020
   Robert Ibáñez,17,es ESP,FW,26-308,33,0,0,0,0,2,0,1,0,21,2,1,0,0.1,0.1,0.2,4,0,11,13,84.6,1,18,5,3,2,21,2019-2020
Rubén García,14,es ESP,LM,26-194,90,1,0,1,1,3,0,0,0,56,2,0,1,1.0,0.2,0.1,3,1,31,40,77.5,3,41,2,4,1,21,2019-2020
Jon Moncayola,27,es ESP,CM,21-256,90,0,0,0,0,2,0,0,0,49,1,1,6,0.1,0.1,0.0,0,0,26,35,74.3,2,25,2,0,0,21,2019-2020
Darko Brašanac,20,rs SRB,CM,27-346,90,0,0,0,0,0,0,1,0,40,0,1,1,0.0,0.0,0.2,4,1,25,34,73.5,4,31,3,0,0,21,2019-2020
Roberto Torres,10,es ESP,RM,30-323,68,0,0,0,0,2,0,0,0,36,0,1,2,0.1,0.1,0.0,0,0,16,25,64.0,3,25,1,3,1,21,2019-2020
   Iñigo Pérez,21,es ESP,RM,32-006,22,1,0,0,0,1,1,0,0,18,0,0,1,0.3,0.3,0.1,1,0,14,17,82.4,3,13,1,0,0,21,2019-2020
Pervis Estupiñán,30,ec ECU,LB,22-003,90,0,0,0,0,0,0,0,0,83,4,3,2,0.0,0.0,0.2,6,0,52,72,72.2,3,50,7,3,0,21,2019-2020
David García,5,es ESP,CB,25-344,90,0,0,0,0,0,0,1,0,53,0,3,0,0.0,0.0,0.0,0,0,31,47,66.0,3,24,1,0,0,21,2019-2020
Aridane Hernández,23,es ESP,CB,30-307,90,0,0,0,0,0,0,0,0,43,4,2,0,0.0,0.0,0.0,0,0,27,31,87.1,0,22,0,0,0,21,2019-2020
Nacho Vidal,2,es ESP,RB,25-000,90,0,0,0,0,0,0,0,0,71,1,1,0,0.0,0.0,0.0,2,0,49,67,73.1,2,40,2,1,1,21,2019-2020
Sergio Herrera,1,es ESP,GK,26-233,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,21,31,67.7,0,17,0,0,0,21,2019-2020
Adrián López,22,es ESP,FW,32-016,68,0,0,0,0,1,0,0,0,31,0,0,0,0.1,0.1,0.0,3,0,14,20,70.0,2,26,10,8,3,21,2019-2020
