Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Charles,19,br BRA,FW,35-338,90,0,0,0,0,4,1,1,0,29,1,0,0,0.2,0.2,0.0,2,0,14,20,70.0,1,12,0,0,0,27,2019-2020
Sergi Enrich,9,es ESP,FW,30-010,90,0,0,0,0,0,0,1,0,30,0,0,1,0.0,0.0,0.1,1,0,16,23,69.6,1,16,0,0,0,27,2019-2020
Fabián Orellana,14,cl CHI,LM,34-040,90,0,1,0,0,0,0,1,0,73,3,0,0,0.0,0.0,0.5,4,2,45,58,77.6,6,48,5,7,4,27,2019-2020
Sebastián Cristóforo,18,uy URU,CM,26-197,75,0,0,0,0,0,0,0,0,52,8,0,1,0.0,0.0,0.0,2,0,33,37,89.2,5,37,0,1,1,27,2019-2020
   Gonzalo Escalante,5,ar ARG,CM,26-346,15,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,8,11,72.7,1,5,0,0,0,27,2019-2020
Papakouli Diop,8,sn SEN,CM,33-354,56,0,0,0,0,2,0,0,0,36,1,0,1,0.1,0.1,0.0,0,0,20,28,71.4,3,27,0,0,0,27,2019-2020
   Edu Expósito,10,es ESP,CM,23-219,34,0,0,0,0,0,0,0,0,36,0,1,0,0.0,0.0,0.0,1,0,16,27,59.3,2,20,0,1,0,27,2019-2020
Pedro León,21,es ESP,RM,33-104,56,0,0,0,0,1,0,0,0,40,1,1,0,0.1,0.1,0.1,2,0,20,34,58.8,3,26,1,1,1,27,2019-2020
   Pablo de Blasis,16,ar ARG,RM,32-032,34,0,0,0,0,0,0,0,0,29,1,0,0,0.0,0.0,0.0,5,0,20,27,74.1,4,22,3,0,0,27,2019-2020
José Ángel,15,es ESP,LB,30-184,90,0,0,0,0,2,0,1,0,86,1,0,0,0.1,0.1,0.0,3,0,59,79,74.7,14,58,6,2,2,27,2019-2020
Pedro Bigas,3,es ESP,CB,29-174,90,1,0,0,0,2,1,0,0,68,0,2,1,0.3,0.3,0.0,1,0,46,55,83.6,9,43,2,0,0,27,2019-2020
Paulo Oliveira,12,pt POR,CB,28-059,90,0,0,0,0,0,0,1,0,72,3,0,0,0.0,0.0,0.0,1,0,49,65,75.4,6,39,1,0,0,27,2019-2020
Anaitz Arbilla,23,es ESP,RB,32-297,90,0,0,0,0,2,0,0,0,99,5,1,0,0.2,0.2,0.0,1,0,67,86,77.9,8,52,2,0,0,27,2019-2020
Marko Dmitrović,1,rs SRB,GK,28-043,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,13,24,54.2,0,13,0,0,0,27,2019-2020
Charles,19,br BRA,FW,35-338,90,0,0,0,0,4,1,1,0,29,1,0,0,0.2,0.2,0.0,2,0,14,20,70.0,1,12,0,0,0,27,2019-2020
Sergi Enrich,9,es ESP,FW,30-010,90,0,0,0,0,0,0,1,0,30,0,0,1,0.0,0.0,0.1,1,0,16,23,69.6,1,16,0,0,0,27,2019-2020
Fabián Orellana,14,cl CHI,LM,34-040,90,0,1,0,0,0,0,1,0,73,3,0,0,0.0,0.0,0.5,4,2,45,58,77.6,6,48,5,7,4,27,2019-2020
Sebastián Cristóforo,18,uy URU,CM,26-197,75,0,0,0,0,0,0,0,0,52,8,0,1,0.0,0.0,0.0,2,0,33,37,89.2,5,37,0,1,1,27,2019-2020
   Gonzalo Escalante,5,ar ARG,CM,26-346,15,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,8,11,72.7,1,5,0,0,0,27,2019-2020
Papakouli Diop,8,sn SEN,CM,33-354,56,0,0,0,0,2,0,0,0,36,1,0,1,0.1,0.1,0.0,0,0,20,28,71.4,3,27,0,0,0,27,2019-2020
   Edu Expósito,10,es ESP,CM,23-219,34,0,0,0,0,0,0,0,0,36,0,1,0,0.0,0.0,0.0,1,0,16,27,59.3,2,20,0,1,0,27,2019-2020
