Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Karim Benzema,9,fr FRA,FW,31-353,90,1,1,0,0,4,3,0,0,44,0,0,0,1.5,1.5,0.6,8,2,27,36,75.0,9,29,4,0,0,16,2019-2020
Vinicius Júnior,25,br BRA,LW,19-148,84,0,0,0,0,4,3,1,0,41,0,0,0,0.3,0.3,0.5,10,0,24,31,77.4,5,31,9,7,7,16,2019-2020
   Éder Militão,3,br BRA,LB,21-323,6,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,1,0,16,2019-2020
Rodrygo,27,br BRA,RW,18-332,84,0,0,0,0,1,0,0,0,53,0,2,1,0.0,0.0,0.0,1,0,33,39,84.6,2,40,3,6,4,16,2019-2020
   Brahim Díaz,21,es ESP,"LM,RW",20-126,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,1,0,0,16,2019-2020
Toni Kroos,8,de GER,LM,29-337,70,0,0,0,0,1,0,0,0,68,1,1,1,0.1,0.1,0.0,2,0,47,61,77.0,4,45,0,1,1,16,2019-2020
   Luka Modrić,10,hr CRO,"LM,AM",34-089,20,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,1,9,0,2,2,16,2019-2020
Casemiro,14,br BRA,"CM,DM",27-287,90,0,0,0,0,3,0,0,0,87,4,1,2,0.1,0.1,0.0,2,0,62,73,84.9,8,52,2,0,0,16,2019-2020
Federico Valverde,15,uy URU,RM,21-138,90,0,1,0,0,3,1,1,0,62,1,1,1,0.1,0.1,1.0,5,1,46,53,86.8,8,45,3,2,2,16,2019-2020
Ferland Mendy,23,fr FRA,LB,24-182,82,0,0,0,0,1,0,2,1,51,0,0,0,0.0,0.0,0.0,1,0,32,42,76.2,2,26,1,4,4,16,2019-2020
Sergio Ramos,4,es ESP,CB,33-252,90,0,0,0,0,0,0,0,0,68,3,1,1,0.0,0.0,0.0,0,0,51,58,87.9,6,36,0,0,0,16,2019-2020
Raphaël Varane,5,fr FRA,CB,26-226,90,1,0,0,0,1,1,0,0,68,3,2,3,0.3,0.3,0.0,0,0,41,50,82.0,3,31,1,2,1,16,2019-2020
Dani Carvajal,2,es ESP,RB,27-330,90,0,0,0,0,0,0,0,0,82,1,2,1,0.0,0.0,0.0,2,1,62,75,82.7,6,39,5,2,2,16,2019-2020
Thibaut Courtois,13,be BEL,GK,27-210,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,1,0,28,39,71.8,0,22,0,0,0,16,2019-2020
Karim Benzema,9,fr FRA,FW,31-353,90,1,1,0,0,4,3,0,0,44,0,0,0,1.5,1.5,0.6,8,2,27,36,75.0,9,29,4,0,0,16,2019-2020
Vinicius Júnior,25,br BRA,LW,19-148,84,0,0,0,0,4,3,1,0,41,0,0,0,0.3,0.3,0.5,10,0,24,31,77.4,5,31,9,7,7,16,2019-2020
   Éder Militão,3,br BRA,LB,21-323,6,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,1,0,16,2019-2020
