player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
José Luis Morales,11,es ESP,FW,32-328,71,0,0,0,0,0,0,0,0,19,0,1,0,0.0,0.0,0.1,1,0,8,16,50.0,1,10,1,1,0,29,2019-2020
   Sergio León,7,es ESP,FW,31-161,19,0,0,0,0,1,1,0,0,6,1,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,4,0,0,0,29,2019-2020
Borja Mayoral,21,es ESP,FW,23-071,90,0,0,0,0,3,1,0,0,35,0,0,0,0.1,0.1,0.3,4,0,22,30,73.3,2,18,3,1,1,29,2019-2020
José Campaña,24,es ESP,LM,27-015,90,0,0,0,0,1,0,0,0,70,3,1,0,0.0,0.0,0.0,5,0,45,59,76.3,4,44,6,7,5,29,2019-2020
Nikola Vukčević,17,me MNE,CM,28-185,60,0,0,0,0,0,0,0,0,31,2,0,1,0.0,0.0,0.0,0,0,23,27,85.2,2,14,0,0,0,29,2019-2020
   Enis Bardhi,10,mk MKD,CM,24-349,30,0,0,0,0,1,0,0,0,19,0,1,0,0.0,0.0,0.5,4,0,13,15,86.7,2,8,0,0,0,29,2019-2020
Gonzalo Melero,22,es ESP,CM,26-165,90,0,0,0,0,1,0,0,0,52,2,0,0,0.3,0.3,0.0,0,0,37,43,86.0,3,27,0,1,1,29,2019-2020
Rubén Rochina,16,es ESP,RM,29-084,71,0,0,0,0,0,0,1,0,41,1,1,0,0.0,0.0,0.0,2,0,24,33,72.7,6,26,1,3,2,29,2019-2020
   Hernâni Fortes,8,pt POR,RM,28-300,19,0,0,0,0,1,0,0,0,12,0,0,0,0.3,0.3,0.0,0,0,3,8,37.5,0,8,2,0,0,29,2019-2020
Toño,3,es ESP,LB,30-221,86,0,0,0,0,0,0,0,0,51,4,0,0,0.0,0.0,0.0,0,0,37,44,84.1,0,25,2,0,0,29,2019-2020
   Carlos Clerc,19,es ESP,LB,28-115,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,1,2,0,0,0,29,2019-2020
Rúben Vezo,14,pt POR,CB,26-051,90,0,0,0,0,1,0,0,0,51,2,2,1,0.1,0.1,0.0,0,0,33,39,84.6,4,26,0,0,0,29,2019-2020
Bruno González,18,es ESP,CB,30-022,90,0,0,0,0,0,0,0,0,52,5,1,2,0.0,0.0,0.0,1,0,38,42,90.5,2,21,0,0,0,29,2019-2020
Coke,23,es ESP,RB,33-050,60,0,0,0,0,1,1,0,0,36,1,1,0,0.1,0.1,0.0,0,0,24,30,80.0,6,26,2,0,0,29,2019-2020
   Jorge Miramón,20,es ESP,RB,31-013,30,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,1,0,13,15,86.7,1,7,0,0,0,29,2019-2020
Aitor Fernández,13,es ESP,GK,29-043,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,1,0,15,27,55.6,0,8,0,0,0,29,2019-2020
